_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,intention,intention:confidence,type_of_donation,type_of_donation:confidence,what,where,who,category,id,intention_gold,screenname,text,type_of_donation_gold,userid,what_gold,who_gold
197558761,false,finalized,3,9/8/2012 06:52:06,None of the above,0.6644,"Other, or not specified",1.0,"

","

","organizatons and first responders

organizations","Donations of money, goods or services",73445996343984000,,0,"As organizations and first responders take advantage of the first sunny days since the tornado hit to comb... http://fb.me/Vo9PpTg6	Wed May 25 20:51:04 AST 2011	&lt;a href=http://www.facebook.com/twitter"" rel=""nofollow""&gt;Facebook&lt;/a&gt;",,0,,
197558762,false,finalized,3,9/8/2012 06:51:09,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",0.6791,"

Can Help Joplin Tornado Victims","
University City, MO
University City, MO Patch","

#UCity Residents","Donations of money, goods or services",73782934473146304,,UniCityPatch,"#UCity Residents Can Help Joplin Tornado Victims - University City, MO Patch http://t.co/41pD9WJ #STL",,159482502,,
197558763,false,finalized,4,9/8/2012 07:18:05,Reports that something has been donated/provided/given/done,0.4853,"Other, or not specified",0.7623,"
support

","
@femaregion1 RRCC, MA

MA","
@ARC_FemaRegion1

","Donations of money, goods or services",76243549456314304,,MackenzieJoanna,Careful!  @ARC_FemaRegion1: Heading to @femaregion1 RRCC to support MA #tornado response.  Getting handle on size & scope at first light.,,53356816,,
197558764,false,finalized,3,9/8/2012 06:16:09,Reports that something has been donated/provided/given/done,1.0,Discount (rebate/special offer),0.6457,"
waiving late, overage, and roaming fees
waiving late, overage, and roaming fees","
Joplin
#Joplin","
Sprint
@Sprint","Donations of money, goods or services",73857259045797600,,geeksugar,". @Sprint is waiving late, overage, and roaming fees for #Joplin residents. http://j.mp/iBEIUZ Thank you! #gooddeed",,12299242,,
197558765,false,finalized,4,9/8/2012 07:18:05,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"$10

text REDCROSS to 90999 to donate $10
$10","online redcross.org


Joplin","

redcross.org
REDCROSS","Donations of money, goods or services",72723332583264000,,chasestites," @kevinaudio: To help #Joplin tornado victims, others: text REDCROSS to 90999 to donate $10; donate online redcross.org Please ",,127972101,,
197558766,false,finalized,3,9/8/2012 18:28:45,None of the above,0.6457,"Other, or not specified",1.0,"

53 foot @zarco66 trailer","Joplin

Joplin","

On our way","Donations of money, goods or services",74156869102473200,,bull929,Indeed!!  @zarco66: Yay!  @MegNil: On our way to the Lake and passed a 53 foot @zarco66 trailer for the Joplin Tornado Relief! Amazing!!,,80957089,,
197558767,false,finalized,3,9/8/2012 18:55:29,Reports that something has been donated/provided/given/done,0.6752,"Other, or not specified",1.0,"Aid

Aid","Joplin

Joplin","

n/a","Donations of money, goods or services",78497774936662000,,TheDailySun,Aid for Joplin tornado victims being solicited http://bit.ly/mEs6IQ,,33676743,,
197558768,false,finalized,3,9/8/2012 07:13:10,Reports that something has been donated/provided/given/done,1.0,Shelter,1.0,"
homes
offered existing homes","
Joplin
","

","Donations of money, goods or services",75293679677489104,,NorthDakotaHome,Joplin tornado victims offered existing homes http://dlvr.it/TWhSg,,259938460,,
197558769,false,finalized,3,9/8/2012 22:02:25,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"Funds
Funds for tornado victims
Funds","

","

","Donations of money, goods or services",74892359619444704,,freedomhumanity,"Cantor: Funds for tornado victims will be offset: Each quarter showed positive growth, and the average for those... http://bit.ly/kgJFZO",,170675294,,
197558770,false,finalized,3,9/8/2012 07:44:39,Reports that something has been donated/provided/given/done,0.6341,Volunteers/work,0.6341,"

Just two of the thousands of volunteers","joplin
joplin
","@savageweb and @RaRa_Adamson Just two of the thousands of volunteers
volunteers
Thankful for @savageweb and @RaRa_Adamson","Donations of money, goods or services",74919115055312800,,bynickdean,Thankful for @savageweb and @RaRa_Adamson Just two of the thousands of volunteers in #joplin today #livingthegospel,,17831187,,
197558771,false,finalized,3,9/8/2012 07:23:34,Invites/asks people to donate/provide/give/do something,0.7081,Money,1.0,"$1
$1
donate $1","Joplin
Missouri
Heart of Missouri United Way","Old Rock House
Old Rock House
Old Rock House","Donations of money, goods or services",73910104218542000,,KillDjcodyp, @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,,39918717,,
197558772,false,finalized,3,9/8/2012 05:43:32,Both (invites and reports),1.0,Money,1.0,"100% of proceeds

100% of proceeds go to @OzarksRedCross.","Ludlow St.

Ludlow St.","@losFeliz_NYC on Ludlow St.

@losFeliz_NYC","Donations of money, goods or services",73791523711500000,,Paige_Victoria, @caryrandolph: It's official: Margaritas for #Joplin next Wednesday @losFeliz_NYC on Ludlow St. 100% of proceeds go to @OzarksRedCross.,,37867246,,
197558773,true,golden,17,9/8/2012 22:17:34,Reports that something has been donated/provided/given/done,0.6706,"Other, or not specified",0.6594,"Benefit Concert
Benefit Concert
Benefit Concert

Benefit Concert in support of the Tornado Victims
Benefit Concert
Benefit Concert in support
Benefit Concert
Benefit Concert
Benefit Concert
Benefit Concert
Benefit Concert

Benefit Concert
Benefit Concert
Benefit Concert
Benefit Concert","Oklahoma
Oklahoma
Oklahoma
Oklahoma
Oklahoma

Oklahoma

Oklahoma
Oklahoma
Oklahoma
Oklahoma

in Oklahoma
oklahoma
Oklahoma
Oklahoma","Kelly Clarkson
Kelly Clarkson, Reba McEntire
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson
Kelly Clarkson and Reba McEntire
Kelly Clarkson     Reba McEntire
Kelly Clarkson

Kelly Clarkson  w/ Reba McEntire
Kelly Clarkson
Kelly Clarkson, Reba McEntire
Kelly Clarkson","Donations of money, goods or services",74332781525729200,Reports that something has been donated/provided/given/done,StrongerGuy, @dreclarkson: Kelly Clarkson in Oklahoma - Benefit Concert in support of the Tornado Victims. She'll be perform w/ Reba McEntire and  ...,"Volunteers/work
Other, or not specified",176695141,,
197558774,false,finalized,3,9/8/2012 07:19:56,Reports that something has been donated/provided/given/done,1.0,Volunteers/work,0.6673,"assist
assist
","Joplin, Mo
Joplin, Mo
","60 of our officers
officers
","Donations of money, goods or services",76008270703247200,,HawksBearsCubs," @SLMPD: 60 of our officers are on their way to Joplin, Mo to assist as the city recovers from the May 22 tornado.  http://twitpic.com ...",,87394134,,
197558775,false,finalized,3,9/8/2012 07:13:10,Reports that something has been donated/provided/given/done,0.649,Money,0.669,"10% of all food sales
10% of all food sales 5/31/11 and 6/1/11
","participating locations

","Beau Jo's
Beau Jo's
","Donations of money, goods or services",74928955110604800,,kenhensley, @BeauJos: Beau Jo's to donate 10% of all food sales 5/31/11 and 6/1/11 to joplin tornado relief at participating locations. http://fb ...,,15839130,,
197558776,false,finalized,3,9/8/2012 06:52:06,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"
$10
$10","
United Way of #Joplin
Joplin","

United Way","Donations of money, goods or services",73419332373315504,,LAJohnson89,Text 'JOPLIN' to 864833 to donate $10 to the United Way of #Joplin for tornado relief or visit their website  at http://uwheartmo.org. #give,,75153784,,
197558777,false,finalized,3,9/8/2012 06:51:09,Both (invites and reports),0.649,Money,0.649,"
: Playing a benefit show
Please come out or send a donation","Joplin, MO
KC
show in KC","
MT @hahatonka
@hahatonka:","Donations of money, goods or services",75996321990983600,,misterjayem,"MT @hahatonka: Playing a benefit show in KC to help tornado-ravaged Joplin, MO.  Please come out or send a donation http://ow.ly/57ArG",,47660417,,
197558778,false,finalized,3,9/8/2012 22:02:25,Both (invites and reports),0.3564,Money,1.0,"$1
will donate $1
$1","
to Heart of Missouri United Way
Joplin","Old Rock House
Old Rock House
Old Rock House","Donations of money, goods or services",73455574414659504,,MoSportsMag, @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,,168517923,,
197558779,false,finalized,3,9/8/2012 06:37:22,Reports that something has been donated/provided/given/done,1.0,Money,0.641,"#Donations
Tornado Fund
a Red Cross #Joplin #Tornado Fund","Southwest #MO Bank
Joplin
","Southwest #MO Bank, Red Cross
Red Cross
Southwest #MO Bank","Donations of money, goods or services",73086654994325504,,samlcarr, @Jeannie_Hartley: PLEASE  @jnicky63: Southwest #MO Bank has established a Red Cross #Joplin #Tornado Fund.  #Donations accepted at  ...,,14656634,,
197558780,false,finalized,3,9/8/2012 06:16:09,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",1.0,"dog crates, pet carriers, dog foo
dog crates, pet carriers, dog foo
collected dog crates, pet carriers, dog foo.","Emshousen

","Pet lovers
Emshousen
Emshousen","Donations of money, goods or services",75351492806197200,,1PETLOVERS,"Pet lovers helping animals displaced by tornado: For pets, Emshousen collected dog crates, pet carriers, dog foo... http://bit.ly/k9fXXW",,73728191,,
197558781,false,finalized,3,9/8/2012 22:02:25,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"loans
may offer loans for tornado damage
loans","

RALEIGH","City
News City
City","Donations of money, goods or services",75101711995387904,,EVRYTHNG_DSTR, @Disaster_News: #News City may offer loans for tornado damage: BY MATT GARFIELD - Staff Writer RALEIGH -- Residents struggling t... h ...,,300722916,,
197558782,false,finalized,4,9/8/2012 07:18:05,Reports that something has been donated/provided/given/done,1.0,Volunteers/work,0.5095,"Assist
Assist

","
Missouri

Missouri","Missouri Sailors
Missouri Sailors

Sailors","Donations of money, goods or services",76079693920600000,,RockyII3,Navy News! Missouri Sailors Assist Tornado Victims http://bit.ly/l4pxLc @aplusk @theonion,,268057861,,
197558783,false,finalized,3,9/8/2012 22:19:59,Reports that something has been donated/provided/given/done,0.6436,"Other, or not specified",0.6792,"

","

","Cards-Royals

Cards-Royals series","Donations of money, goods or services",78655313695346400,,luvroyals,Cards-Royals series to benefit tornado victims: Cards-Royals series to benefit tornado victims http://atmlb.com/jZLFTB,,78924691,,
197558784,false,finalized,3,9/8/2012 21:38:59,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",1.0,"

Dogs","joplin

joplin","Dogs

","Donations of money, goods or services",78552545651470304,,Dog_411,"Dogs are in need, help the #tornado victims in #joplin http://dld.bz/abavz",,282203446,,
197558785,false,finalized,4,9/8/2012 08:02:32,Reports that something has been donated/provided/given/done,0.5078,Money,0.7524,"
15% of sales
15% of sales
15% of sales","
Pizza Huts in MO, KS, OK & AR
MO, KS, OK & AR
to the United Way Tornado Disaster Fund.","
Pizza Huts in MO, KS, OK & AR
Pizza Huts
Pizza Huts in MO, KS, OK & AR","Donations of money, goods or services",77782850698612704,,Boltblogger," @stormchaser4850:  @pizzahut: Pizza Huts in MO, KS, OK & AR will donate 15% of sales TODAY to the United Way Tornado Disaster Fund.",,222705053,,
197558786,false,finalized,4,9/8/2012 08:02:32,Invites/asks people to donate/provide/give/do something,0.7524,"Other, or not specified",0.7623,"money


","everyone in #WesternMA

WesternMA
","everyone in #WesternMA


","Donations of money, goods or services",79635815373868800,,SustainaB," @mrkfitzpat: everyone in #WesternMA go to this http://bit.ly/kBW6vZ Support Greater Springfield businesses, restaurants, and money fo ...",,217558804,,
197558787,false,finalized,3,9/8/2012 06:37:22,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",1.0,"donation
donation
your donation","#Sedalia Wal-Mart
Sedalia Wal-Mart
#Sedalia","your

Wal-Mart.","Donations of money, goods or services",72738640664604608,,bgckids,Come drop off your donation to help #Joplin at the #Sedalia Wal-Mart. http://yfrog.com/h8w59glj,,91411551,,
197558788,false,finalized,3,9/8/2012 07:13:10,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",0.6752,"

","
Nashville
","
TraceAdkins
","Donations of money, goods or services",78254533691711200,,michaelsepsick," @Aerinea: Class act @TraceAdkins! #Nashville After losing his home to a fire, he asked fans to donate instead to flood & tornado reli ...",,245009094,,
197558789,false,finalized,3,9/8/2012 06:16:09,Invites/asks people to donate/provide/give/do something,0.6748,Money,1.0,"money
relief money
","#tornado #HAARP

","you

","Donations of money, goods or services",73871165663350704,,MissTweak2003,Devastate & collect relief money.Disaster Capitalism? http://t.co/BhSD7dH good find! How fast can you RETWEET? Go Viral! #tornado #HAARP,,40683280,,
197558790,false,finalized,3,9/8/2012 07:54:56,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"
$10
with a $10 donation","
Joplin
","
Salvation Army
","Donations of money, goods or services",72702444219531200,,CalicoHed,"To help the Salvation Army with a $10 donation, text the word ARMY to 90999.  To help the Red Cross, text REDCROSS to 90999 #Joplin",,172004652,,
197558791,false,finalized,3,9/8/2012 07:09:29,Invites/asks people to donate/provide/give/do something,0.6703,Money,0.6503,"
Support #joplin relief effort
","
Joplin, MO
Joplin, MO","
REDCROSS
REDCROSS","Donations of money, goods or services",72804924156674000,,Navywife67," @MaksimC: 1 last thing! Joplin, MO hit by a devastating tornado! 2 Support #joplin relief effort: txt REDCROSS to 90999 or visit redc ...",,98977273,,
197558792,false,finalized,3,9/8/2012 21:52:51,Reports that something has been donated/provided/given/done,0.6436,"Other, or not specified",0.6792,"

","Joplin
Tornado Destruction In Joplin
Joplin","Denver Red Cross Members
Denver Red Cross Members
Denver Red Cross Members","Donations of money, goods or services",76442731286773600,,DenverNews360,Denver Red Cross Members Return From Tornado Destruction In Joplin ...: The Mile High Chapter ... http://cbsloc.al/jfEp1X [#Denver News],,279275750,,
197558793,false,finalized,3,9/8/2012 06:57:22,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"
$5
$5","
Mass.
Mass","
BCSF
","Donations of money, goods or services",78892179883433904,,CindyheartsDDub, @celtics: Help the C's support the Mass. Tornado Relief efforts! Text CELTICS to 20222 to donate just $5. The BCSF will match donatio ...,,166648154,,
197558794,false,finalized,4,9/8/2012 07:18:05,Invites/asks people to donate/provide/give/do something,0.4922,Money,1.0,"$1

donate $1
$1","Heart of Missouri United Way

to Heart of Missouri United Way
Missouri","Old Rock House

Old Rock House
Old Rock House","Donations of money, goods or services",73443720137150400,,moonearuhh, @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,,45888386,,
197558795,false,finalized,3,9/8/2012 22:11:22,Invites/asks people to donate/provide/give/do something,1.0,Money,0.6436,"
Txt REDCROSS to 90999
Txt REDCROSS to 90999","Joplin

Joplin","REDCROSS
@RedCross
You","Donations of money, goods or services",72663652691488704,,hobnob," @RedCross: You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999, or online: http://bit.ly/eZJDoJ",,1787341,,
197558796,false,finalized,3,9/8/2012 18:28:45,Invites/asks people to donate/provide/give/do something,0.3543,"Other, or not specified",1.0,"

Help","

Tuscaloosa, and Jefferson County, Alabama","

Tornado Victims","Donations of money, goods or services",73454135290240800,,kerrigillis, @EdgeFMSal: @LeahRemini Seven Ways To Help Tornado Victims  http://on.mash.to/kkzgch  Can you Retweet?,,57397642,,
197558797,false,finalized,3,9/8/2012 07:19:56,Reports that something has been donated/provided/given/done,0.6986,"Other, or not specified",1.0,"saving lives
saving lives
","Joplin, Mo.
Joplin, Mo
","Home Depot workers
Home Depot workers
","Donations of money, goods or services",77373136034738000,,DevinD33," @cherokeectynews: Home Depot workers honored for saving lives: As a deadly tornado bore down on Joplin, Mo., last month, Joe and... h ...",,54102528,,
197558798,false,finalized,3,9/8/2012 07:34:24,Reports that something has been donated/provided/given/done,0.6841,Shelter,1.0,"shelters
shelters
","#Joplin
Joplin
","@OzarksRedCross
OzarksRedCross
","Donations of money, goods or services",72546644389937104,,Reenit," @runedart:  @RedCross:  @OzarksRedCross As shelters are opened, locations can be found here. http://rdcrss.org/9JDVYO #Joplin #to ...",,26714962,,
197558799,false,finalized,3,9/8/2012 07:03:27,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"$25M

$25M","

Joplin","Nixon

Nixon","Donations of money, goods or services",74365765591121904,,DanitaBlackwood," @stlpublicradio: Nixon to set aside $25M for #Joplin tornado, will speak with Obama at memorial: http://bit.ly/lv1svF #MO",,29733577,,
197558800,false,finalized,3,9/8/2012 07:18:05,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"
$100,000 Grant
$100,000","
#Joplin Humane Society
Joplin","
#ASPCA
ASPCA","Donations of money, goods or services",76404734055030704,,NBAbabydoll," @aspca: BREAKING NEWS: #ASPCA Awards $100,000 Grant to #Joplin Humane Society. http://ow.ly/58K5G",,160065026,,
197558801,false,finalized,3,9/8/2012 07:54:56,Reports that something has been donated/provided/given/done,0.6841,Food,0.6748,"Book, food distributions
food
","

","

","Donations of money, goods or services",79731244140732400,,aldilisix,"http://t.co/oUmsBCG  Friday tornado resource roundup: Book, food distributions on tap this afternoon and evening antique watches",,293922008,,
197558802,false,finalized,3,9/8/2012 07:13:10,None of the above,0.666,"Other, or not specified",1.0,"

","
Joplin
","

","Donations of money, goods or services",75124551381561200,,financial__news,"At memorial for tornado victims, Joplin vows to heal, rebuild: Those who have survived a devastating tornado in ... http://bit.ly/liCE8E",,16719796,,
197558803,false,finalized,3,9/8/2012 06:42:02,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",0.6748,"help

Txt REDCROSS to 90999","#Joplin, other states
Joplin
#Joplin","You
REDCROSS
@RedCross:","Donations of money, goods or services",72844068627030000,,Elaine4Tea," @RedCross: You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999, or online: http://bit.ly/eZJDoJ",,27735582,,
197558804,false,finalized,3,9/8/2012 07:07:56,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",1.0,"

","@pizzahut
joplin
","@pizzahut @UnitedWaySTL @live_united
pizzahut
","Donations of money, goods or services",77757060518916000,,DL_AgentTom, @versadave: Get pizza and support the #joplintornado victims today. http://t.co/Uqn8GNY @pizzahut @UnitedWaySTL @live_united,,228129789,,
197558805,false,finalized,3,9/8/2012 21:38:59,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"cash
giving cash is the preferred way
cash","MO

MO","
If you want to donate
you","Donations of money, goods or services",74156705965019104,,Ricco707," @fema: May 27: If you want to donate to #Joplin survivors, giving cash is the preferred way. Trusted org's in #MO: http://bit.ly/ihtiWF",,22823425,,
197558806,false,finalized,3,9/8/2012 07:51:31,None of the above,0.6748,"Other, or not specified",1.0,"

","

","

","Donations of money, goods or services",74489632255000400,,eindiainsurance,AP Enterprise: Tornado victims often uninsured http://bit.ly/l7NgAL,,102337202,,
197558807,true,golden,16,9/8/2012 22:17:34,Invites/asks people to donate/provide/give/do something,0.4799,Shelter,0.3869,"help tornado victims
shelters
shelters
shelters


donating
donating
redcross shelters
shelters
Help
tornado
shelters


","Springfield, Mass
Springfield,  Mass
Springfield, Mass
Springfield, Mass

Springfield, Mass
Springfield, Mass
#redcross shelters
Springfield, Mass
Springfield, Mass
Springfield, Mass
Springfield, Mass
in Springfield, Mass


#redcross","redcross
redcross
#redcross
redcross


#redcross

480 people
#redcross
redcross
redcross
#redcross


","Donations of money, goods or services",76314299697610704,"Invites/asks people to donate/provide/give/do something
Reports that something has been donated/provided/given/done
Both (invites and reports)",JackieGuerrido," @CarrieBethH: 480 people in Springfield, Mass stayed in #redcross shelters last night. Help us help tornado victims by donating at ww ...","Money
Shelter",140609205,,
197558808,false,finalized,3,9/8/2012 05:58:40,Reports that something has been donated/provided/given/done,1.0,Discount (rebate/special offer),0.6673,"Waive Late Fees, Overage Charges and Roaming Fees
Waive Late Fees, Overage Charges and Roaming Fees
To Waive Late Fees, Overage Charges and Roaming Fees","Joplin, Mo.
Joplin, Mo.
Joplin, Mo.","Sprint
Sprint
Sprint","Donations of money, goods or services",73882771914891200,,Managed5ervices," @SalesatManaged: Sprint to Waive Late Fees, Overage Charges and Roaming Fees for Joplin, Mo. Residents Affected by Recent Tornado   h ...",,271501257,,
197558809,false,finalized,3,9/8/2012 07:19:56,Invites/asks people to donate/provide/give/do something,0.641,"Other, or not specified",1.0,"Help

","

","

","Donations of money, goods or services",77723753622151104,,Tolland_Patch,"Preschool Enrollment, PTO Meeting Rescheduled and More Ways to Help With Tornado Relief: http://patch.com/A-jcyv #Tolland",,191774473,,
197558810,false,finalized,3,9/8/2012 07:40:12,Reports that something has been donated/provided/given/done,0.7081,"Other, or not specified",1.0,"benefit

","Nashville
Nashville
","RodneyAtkins
RodneyAtkins
","Donations of money, goods or services",76328388536696800,,RodneyAtkins," @tuneinmusiccity: Next week, @RodneyAtkins is heading up a free Nashville concert to benefit tornado victims. Details: http://tnne.ws/3Wu",,15703179,,
197558811,false,finalized,3,9/8/2012 21:24:18,Invites/asks people to donate/provide/give/do something,1.0,Equipment (machine/generator/pump/etc.),0.6792,"laptops
data entry into Red Cross system of survivors names.
data entry into Red Cross system of survivors names","Joplin
Missouri Southern Shelter
Joplin","Missouri Southern Shelter
Volunteers
Volunteers w laptops","Donations of money, goods or services",72812493252202400,,JillybeanButtle, @JMOKC: Volunteers w laptops r needed at Missouri Southern Shelter 4 data entry into Red Cross system of survivors names. #JoplinTorn ...,,289027090,,
197558812,false,finalized,3,9/8/2012 06:21:38,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"$500,000

$500,000","

","Brad Pitt and Angelina Jolie

SoBradPitt.com Brad Pitt and Angelina Jolie","Donations of money, goods or services",79602168855928800,,SoBradPitt,"SoBradPitt.com Brad Pitt and Angelina Jolie donate $500,000 to tornado relief: Brad Pitt and Angelina ... http://bit.ly/lrRyVU #bradpitt",,231881634,,
197558813,false,finalized,3,9/8/2012 06:42:02,Reports that something has been donated/provided/given/done,0.6748,Food,1.0,"heater meals
Water and MRE heater meals
Water and MRE heater meals","Joplin, MO
#Joplin, MO
Joplin, MO","ConvoyofHope
@ConvoyofHope
you for your help","Donations of money, goods or services",72694496256737200,,CharityNav," @ConvoyofHope: Water and MRE heater meals already on their way to #Joplin, MO. Thank you for your help mobilizing the message.",,21407083,,
197558814,false,finalized,3,9/8/2012 06:42:02,Reports that something has been donated/provided/given/done,1.0,Money,1.0,"More than $486,000
$486,000
More than $486,000 Raised","Tornado Relief in North #Minneapolis
North #Minneapolis
in North #Minneapolis","

","Donations of money, goods or services",75566354673045504,,AFPGV," @pndblog: More than $486,000 Raised in Just over Four Days for #Tornado Relief in North #Minneapolis at GiveMN.org http://bit.ly/lQmBqi",,268285221,,
197558815,false,finalized,3,9/8/2012 06:51:09,Reports that something has been donated/provided/given/done,0.6457,"Other, or not specified",1.0,"

","
Joplin
","
BarackObama
","Donations of money, goods or services",74941814959898400,,itsalltruenet,#BarackObama on his way out of #Joplin #thankyou  #ShowMe http://instagr.am/p/E56aR/,,58155789,,
197558816,false,finalized,3,9/8/2012 07:23:34,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",1.0,"Donates

","

","Columbia Sportswear
Columbia Sportswear
","Donations of money, goods or services",78496005884084000,,TheRunnersVibe,Now in News on The Runner's Vibe: Columbia Sportswear Donates to Tornado Victims - http://goo.gl/O45vF via @Shareaholic,,307270571,,
197558817,false,finalized,3,9/8/2012 07:13:10,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",0.666,"
relief assistance
","Joplin Tornado
Milwaukee-area
","Milwaukee-area churches,
Milwaukee-area churches, companies
","Donations of money, goods or services",73324526309621600,,milwaukee_buzz,"Milwaukee-area churches, companies organizing relief assistance: Joplin Tornado http://dlvr.it/SwlQR",,259153448,,
197558818,false,finalized,3,9/8/2012 22:19:59,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",1.0,"

","Joplin

Joplin","RedCross

Folks","Donations of money, goods or services",72760614661009408,,RealMichaelW, @Eric_Jotkoff:  @kristymcampbell Folks can help expedite relief for Joplin residents by donating to the @RedCross: http://bit.ly/bo ...,,18197344,,
197558819,false,finalized,3,9/8/2012 07:34:24,Both (invites and reports),0.682,"Other, or not specified",0.669,"
Tornado Victims
","

","Trace Adkins
Trace Adkins
","Donations of money, goods or services",78476617294426000,,gracejunaidi,Trace Adkins Asks Fans to Help Tornado Victims Instead of His Family After Fire (Taste of Country) http://feedzil.la/j9Vo21,,91518070,,
197558820,false,finalized,3,9/8/2012 06:21:38,Invites/asks people to donate/provide/give/do something,0.669,Money,0.649,"
help us respond in #Joplin &continue our work in other states
Txt REDCROSS to 90999,","Joplin
Joplin
","REDCROSS
REDCROSS
","Donations of money, goods or services",73057512953356000,,kathgiovanni,"You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999, or online:... http://fb.me/NXO5nLx6",,36663955,,
197558821,false,finalized,3,9/8/2012 06:57:22,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",0.6752,"

","

Joplin","

FaceBook, Twiiter","Donations of money, goods or services",73379299666833408,,ClickkBank,"FaceBook, Twiiter step in to help Joplin tornado victims - International Business Times http://bit.ly/kqWo5H",,121411313,,
197558822,false,finalized,4,9/8/2012 08:02:32,Both (invites and reports),0.5078,"Other, or not specified",0.5147,"
donate

donate right now","
http://bit.ly/iq29Mf #Joplin #tornado #relief
joplin
","
@chapelcreeklife, You

You can","Donations of money, goods or services",73486273825882000,,jessiesimon,@chapelcreeklife heads to Joplin to help -You can donate right now http://bit.ly/iq29Mf #Joplin #tornado #relief,,39669601,,
197558823,false,finalized,3,9/8/2012 05:58:40,None of the above,1.0,"Other, or not specified",1.0,"help

","

","we

","Donations of money, goods or services",75619951465082800,,trishrc,How do we help? Especially so 21yr old can stay college? After Storms What Happens Tornadoes' Orphans? http://t.co/NQW9rQp @TIMEHealthland,,28131506,,
197558824,false,finalized,3,9/8/2012 07:09:29,Invites/asks people to donate/provide/give/do something,1.0,"Other, or not specified",1.0,"donate *anything*
donate *anything*
","joplin
http://songsforjoplin.com
joplin","
@unmarketing
","Donations of money, goods or services",76849196065496800,,commoncentsmom," @unmarketing: Check out http://songsforjoplin.com donate *anything*, get free album, help #joplin tornado victims.",,25490504,,
197558825,false,finalized,3,9/8/2012 06:32:43,Reports that something has been donated/provided/given/done,1.0,"Other, or not specified",0.641,"$1.2 million in aid
$1.2 million
$1.2 million in aid","#Joplin
Joplin
","@AmeriCares
AmeriCares
@AmeriCares","Donations of money, goods or services",74956435519320000,,Mirandacan," @AmeriCares: This holiday weekend, 3 @AmeriCares shipments arrived in #Joplin - part of $1.2 million in aid to help US #tornado survi ...",,51125172,,
197558826,false,finalized,3,9/8/2012 19:09:12,Invites/asks people to donate/provide/give/do something,0.6457,"Other, or not specified",1.0,"

help","

STURBRIDGE","

n/a","Donations of money, goods or services",77104427374350304,,VineyardLioness, @telegramdotcom: Ways to help the #tornado victims http://t.co/iiMWclo via @AddThis,,102761112,,
197558827,false,finalized,3,9/8/2012 21:38:59,Reports that something has been donated/provided/given/done,0.6436,"Other, or not specified",1.0,"

","

Sedalia","Twitter

","Donations of money, goods or services",73480310238609408,,SeoPositionings,"Sedalia Tornado: Twitter, the Internet Responds: Perhaps if federal relief could react as quickly as the Twitter... http://bit.ly/lbbI7Q",,165765625,,
197558828,false,finalized,3,9/8/2012 07:40:12,Invites/asks people to donate/provide/give/do something,1.0,Money,1.0,"cash
cash
giving cash is the preferred way.","joplin
Trusted org's in #MO
","
you
If you want to donate","Donations of money, goods or services",74154180561993600,,fema,"May 27: If you want to donate to #Joplin survivors, giving cash is the preferred way. Trusted org's in #MO: http://bit.ly/ihtiWF",,16669075,,
197558829,false,finalized,3,9/8/2012 18:45:50,Reports that something has been donated/provided/given/done,0.6752,Money,0.6791,"money

raising money","

Joplin","Jed

Five-year-old Jed","Donations of money, goods or services",78088161292587008,,mdtooley, @SamaritansPurse: Five-year-old Jed is raising money for #Joplin by auctioning off his paintings. http://ar.gy/QIC,,25165150,,
