_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204691814,false,finalized,3,10/5/2012 11:31:58,Informative (Indirect),0.7174,,Personal message,tornado warning for Payne and Noble coutnies OK. Storm has history of large destructive tornado.,RT @JacquiJeras: tornado warning for Payne and Noble coutnies OK. Storm has history of large destructive tornado.
204691815,false,finalized,3,10/6/2012 03:07:42,Informative (Direct),1.0,,Personal message,AHHH I HEAR TORNADO SIRENS!!!,AHHH I HEAR TORNADO SIRENS!!!
204691816,false,finalized,3,10/5/2012 23:56:33,Informative (Direct or Indirect),0.652,,Informative (Direct),@debdobson And I also see severe t-storms and a tornado warning in central Kansas tonight. :(,@debdobson And I also see severe t-storms and a tornado warning in central Kansas tonight. :(
204691817,false,finalized,4,10/5/2012 01:10:48,Personal only,0.7456,,Personal message,No more tornado - time for braums ice cream - line is packed,RT @behfarj: No more tornado - time for braums ice cream - line is packed
204691818,false,finalized,3,10/5/2012 09:43:16,Informative (Indirect),0.6583,,Informative (Direct),OH CRAP - here comes the storm. David Finfrock just indicated the path of a tornado heading right over Frisco. Listening for sirens...,OH CRAP - here comes the storm. David Finfrock just indicated the path of a tornado heading right over Frisco. Listening for sirens...
204691819,false,finalized,3,10/3/2012 05:13:16,Personal only,1.0,,Informative (Direct),Drunk tornado watching....Jk twistedddddd,Drunk tornado watching....Jk twistedddddd
204691820,false,finalized,5,10/3/2012 23:08:29,Informative (Direct or Indirect),0.7751,,Informative (Direct),Tornado reported in Denton County Texas near I-35 W and FM 407.,RT @TWCBreaking: Tornado reported in Denton County Texas near I-35 W and FM 407.
204691821,false,finalized,3,10/5/2012 12:04:47,Informative (Direct),0.6326,,Informative (Direct),An F4 Tornado was just on the other side of the highway from me. Had it lasted another 10 seconds I might not be her ...,RT @Supersheep1985: An F4 Tornado was just on the other side of the highway from me. Had it lasted another 10 seconds I might not be her ...
204691822,false,finalized,3,10/4/2012 08:15:14,Informative (Indirect),1.0,,Personal message,http://www.nytimes.com/interactive/2011/04/28/us/tornado-deaths.html?ref=us,http://www.nytimes.com/interactive/2011/04/28/us/tornado-deaths.html?ref=us
204691823,false,finalized,3,10/5/2012 06:30:35,Personal only,0.6783,,Personal message,Hey @OKStormwatcher Were worried about you Check in when you can #OK #TORNADO,RT @slackadjuster: Hey @OKStormwatcher Were worried about you Check in when you can #OK #TORNADO
204691824,false,finalized,5,10/4/2012 07:55:35,Personal only,0.6265,,Personal message,@ryanvaughan originally from J'Town so coming home tomorrow.  u need a spotter in God's Country. #ARWX #tornado,@ryanvaughan originally from J'Town so coming home tomorrow.  u need a spotter in God's Country. #ARWX #tornado
204691825,false,finalized,3,10/6/2012 03:04:31,Personal only,0.6573,,Personal message,Alabama and Missouri should play a football game call it the Tornado Bowl.,Alabama and Missouri should play a football game call it the Tornado Bowl.
204691826,false,finalized,3,10/5/2012 13:40:09,Informative (Direct or Indirect),0.683,,Personal message,Sooners be safe! #tornado,RT @JoyDonovan: Sooners be safe! #tornado
204691827,false,finalized,3,10/3/2012 05:16:11,Personal only,1.0,,Personal message,"My son just came in the house and said """"its tornadoing""""  Can you make tornado a verb?","My son just came in the house and said ""its tornadoing""  Can you make tornado a verb?"
204691828,false,finalized,3,10/5/2012 09:45:52,Informative (Indirect),0.6611,,Informative (Direct),Tornado Warning issued May 24 at 7:54PM CDT expiring May 24 at 8:45PM CDT by NWS Norman-Oklahoma City http://www... http://bit.ly/ijc0wA,Tornado Warning issued May 24 at 7:54PM CDT expiring May 24 at 8:45PM CDT by NWS Norman-Oklahoma City http://www... http://bit.ly/ijc0wA
204691829,false,finalized,3,10/5/2012 03:04:37,Informative (Direct or Indirect),0.6633,,Personal message,Tornado on the ground near Russett OK. #okwx,Tornado on the ground near Russett OK. #okwx
204691830,false,finalized,5,10/5/2012 05:12:46,Informative (Indirect),0.797,,Other,Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City metropolitan area at the start of...,Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City metropolitan area at the start of...
204691831,false,finalized,3,10/5/2012 00:49:54,Informative (Direct or Indirect),0.3571,,Personal message,"That will make you think """"@KurganNazzir: Friend in Willard MO says she found a torn up x-ray in her yard today. #joplin""""","That will make you think ""@KurganNazzir: Friend in Willard MO says she found a torn up x-ray in her yard today. #joplin"""
204691832,false,finalized,4,10/5/2012 02:55:33,Informative (Direct or Indirect),0.4644,,Personal message,@SusanArredondo okay maybe I should be worried...tornado on the ground 30 miles from us #weatherjunkies,@SusanArredondo okay maybe I should be worried...tornado on the ground 30 miles from us #weatherjunkies
204691833,false,finalized,3,10/5/2012 03:55:09,Personal only,0.3892,,Informative (Direct),We are under a tornadoe watch. Stay safe friends in North Texas. // Tornado Warning now! You and the fam be safe.,RT @sujojohn: We are under a tornadoe watch. Stay safe friends in North Texas. // Tornado Warning now! You and the fam be safe.
204691834,false,finalized,4,10/5/2012 00:47:03,Informative (Direct or Indirect),0.7479,,Informative (Direct),DENTON: Take shelter. Possible #tornado just to the west of where I-35W and I-35E meet. #txwx,RT @BUINews: RT @cbs11news: DENTON: Take shelter. Possible #tornado just to the west of where I-35W and I-35E meet. #txwx
204691835,false,finalized,3,10/3/2012 05:52:00,Informative (Direct),0.6081,,Personal message,DONT FORGET TO BRING CANNED FOOD AND NONPERISHABLES TO SCHOOL THIS WEEK FOR TORNADO VICTIMS! #helpinghand #makeadifference,RT @Ashley_Neese: DONT FORGET TO BRING CANNED FOOD AND NONPERISHABLES TO SCHOOL THIS WEEK FOR TORNADO VICTIMS! #helpinghand #makeadifference
204691836,false,finalized,3,10/3/2012 13:29:32,Personal only,1.0,,Personal message,@w0ace just packed our tornado kit. It contains 2 bottles of @Miranda_Lambert wine. And a chainsaw.,RT @scrappenstance: @w0ace just packed our tornado kit. It contains 2 bottles of @Miranda_Lambert wine. And a chainsaw.
204691837,false,finalized,3,10/5/2012 19:03:12,Informative (Direct or Indirect),0.6671,,Informative (Direct),Under Tornado Watch Til 3am,Under Tornado Watch Til 3am
204691838,false,finalized,3,10/3/2012 22:32:52,Informative (Direct or Indirect),1.0,,Personal message,At least 75 homes are completely destroyed just a few miles to our west/northwest.  My prayers are with all of those affected.  #okwx,At least 75 homes are completely destroyed just a few miles to our west/northwest.  My prayers are with all of those affected.  #okwx
204691839,false,finalized,3,10/6/2012 03:16:19,Informative (Direct or Indirect),0.6796,,Informative (Direct),Rapid rotation approaching Springtown now from the west.  A tornado may form at any moment. -sm,RT @wfaaweathertoo: Rapid rotation approaching Springtown now from the west.  A tornado may form at any moment. -sm
204691840,false,finalized,4,10/4/2012 06:44:28,Informative (Indirect),0.5169,,Informative (Direct),Okay CNN has brought Michael Brown former FEMA director on to discuss #Joplin response.  #insulting,RT @drskyskull: Okay CNN has brought Michael Brown former FEMA director on to discuss #Joplin response.  #insulting
204691841,false,finalized,3,10/6/2012 00:53:34,Other,0.3557,,Informative (Direct),Why is #Joplin not trending? Praying for survivors to be found yet tonight...More bad weather on the way...:(,RT @RebeccaPierceUS: Why is #Joplin not trending? Praying for survivors to be found yet tonight...More bad weather on the way...:(
204691842,false,finalized,3,10/5/2012 15:41:50,Personal only,0.3494,,Personal message,@JennyMcCarthy Jenny Joplin MONTH has a large # of autistic kids who were displaced because of tornado any help u can give would be great,@JennyMcCarthy Jenny Joplin MONTH has a large # of autistic kids who were displaced because of tornado any help u can give would be great
204691843,false,finalized,3,10/5/2012 01:13:09,Informative (Direct or Indirect),1.0,,Informative (Direct),Tornado touches down in Oklahoma,Tornado touches down in Oklahoma
204691844,false,finalized,3,10/5/2012 14:05:42,Informative (Indirect),0.6787,,Informative (Direct),Tornado Watch until 10:00 PM CDT Cancelled for Ellis & Rush Counties  http://bit.ly/btQnZB #KSwx #KSstorms,Tornado Watch until 10:00 PM CDT Cancelled for Ellis & Rush Counties  http://bit.ly/btQnZB #KSwx #KSstorms
204691845,false,finalized,3,10/6/2012 03:29:09,Personal only,0.692,,Personal message,CNN RT @CBazzTheGreat: Where yall seeing this tornado shit at?,CNN RT @CBazzTheGreat: Where yall seeing this tornado shit at?
204691846,false,finalized,3,10/5/2012 03:07:20,Informative (Indirect),0.3436,,Informative (Direct),Three small children missing in a Oklahoma town. They got separated from their family as the tornado came through the town. #prayforthem,Three small children missing in a Oklahoma town. They got separated from their family as the tornado came through the town. #prayforthem
204691847,false,finalized,3,10/5/2012 15:48:15,Personal only,0.6677,,Personal message,My thoughts and prayers are with the residents of Joplin Missouri who suffered such a devastating tornado.,My thoughts and prayers are with the residents of Joplin Missouri who suffered such a devastating tornado.
204691848,false,finalized,3,10/6/2012 03:37:35,Personal only,1.0,,Personal message,@rolandsmartin Lord protect Tornado valley,@rolandsmartin Lord protect Tornado valley
204691849,false,finalized,3,10/3/2012 14:14:22,Informative (Indirect),1.0,,Personal message,Deadly tornado kills 124 leaves 'twilight zone' in its wake - CNN.com: http://t.co/cSDLuf6 via @addthis,Deadly tornado kills 124 leaves 'twilight zone' in its wake - CNN.com: http://t.co/cSDLuf6 via @addthis
204691850,false,finalized,4,10/5/2012 02:17:15,Informative (Direct or Indirect),1.0,,Personal message,Circulation center (not necessarily tornado) will approach Sherman area within 15 - 20 mins.,Circulation center (not necessarily tornado) will approach Sherman area within 15 - 20 mins.
204691851,false,finalized,3,10/4/2012 22:20:01,Personal only,1.0,,Personal message,At olive garden wit some of the fam :) great place to be WEN its a tornado watch ;),At olive garden wit some of the fam :) great place to be WEN its a tornado watch ;)
204691852,false,finalized,3,10/6/2012 03:07:42,Informative (Direct or Indirect),1.0,,Informative (Direct),Texas & Oklahoma tornado warning!,Texas & Oklahoma tornado warning!
204691853,false,finalized,3,10/5/2012 00:24:25,Personal only,1.0,,Personal message,@AmandaSims @tonysteward I have yet to look at FB but I've checked Twitter several times for tornado updates.,@AmandaSims @tonysteward I have yet to look at FB but I've checked Twitter several times for tornado updates.
204691854,false,finalized,5,10/5/2012 11:31:58,Personal only,0.7776,,Informative (Direct),Outside with my dad chilln watching for the tornado,RT @ivan918: Outside with my dad chilln watching for the tornado
204691855,false,finalized,3,10/6/2012 00:43:05,Personal only,0.6594,,Personal message,We have tornado shelters but tornados have @thedavidparrett shelters,RT @RGFouts: We have tornado shelters but tornados have @thedavidparrett shelters
204691856,false,finalized,3,10/5/2012 13:57:25,Personal only,0.6714,,Personal message,Current conversation topics- Debris Ball and Down Draft #tornado #family,Current conversation topics- Debris Ball and Down Draft #tornado #family
204691857,false,finalized,3,10/6/2012 00:43:05,Informative (Indirect),0.3351,,Personal message,Just told we r all clear 4 another hour in #Tulsabut not over yet #tornado #oklahoma,Just told we r all clear 4 another hour in #Tulsabut not over yet #tornado #oklahoma
204691858,false,finalized,3,10/3/2012 18:12:30,Personal only,1.0,,Informative (Direct),Damn..all these tornado watches..#GodTrynaTellUsSomething!,Damn..all these tornado watches..#GodTrynaTellUsSomething!
204691859,false,finalized,3,10/4/2012 22:12:35,Informative (Direct or Indirect),0.6575,,Personal message,As of right now no tornado threats for Tulsa. Severe thunderstorm definitely coming however.,As of right now no tornado threats for Tulsa. Severe thunderstorm definitely coming however.
204691860,false,finalized,3,10/5/2012 13:57:25,Personal only,0.6331,,Personal message,My son & d-i-l ... RT @Freedomwarrior @NOAA Alerting TULSA NOW!! #okwx #arwx #NWArkansas @14Kathi @Tori_Lennox @ttoelke @LaurieMasterson,My son & d-i-l ... RT @Freedomwarrior @NOAA Alerting TULSA NOW!! #okwx #arwx #NWArkansas @14Kathi @Tori_Lennox @ttoelke @LaurieMasterson
204691861,false,finalized,4,10/3/2012 18:16:19,Informative (Direct or Indirect),0.7805,,Personal message,Spring Valley Court in Azle is where the tornado moved through. Reports of garage and roof damage.,Spring Valley Court in Azle is where the tornado moved through. Reports of garage and roof damage.
204691862,false,finalized,3,10/3/2012 13:16:27,Personal only,0.6069,,Informative (Direct),Pls forgive the absence of messages last wk.  In addition to our reg. txt tonight l offer up a prayer for victims of tornado in Mo.,Pls forgive the absence of messages last wk.  In addition to our reg. txt tonight l offer up a prayer for victims of tornado in Mo.
204691863,false,finalized,4,10/4/2012 07:55:35,Informative (Direct),0.51,,Informative (Direct),The #Joplin public library needs volunteers to help set up comps so ppl can use them 2 communicate. If you can help call 4176237953.,The #Joplin public library needs volunteers to help set up comps so ppl can use them 2 communicate. If you can help call 4176237953.
204691864,false,finalized,3,10/6/2012 03:22:31,Personal only,0.6908,,Personal message,Susan Chambers @Walmart: #Joplin store mgr studied which wall was safest and saved workers by gathering them there. ...,RT @FortuneMagazine: Susan Chambers @Walmart: #Joplin store mgr studied which wall was safest and saved workers by gathering them there. ...
204691865,false,finalized,3,10/4/2012 17:48:32,Informative (Indirect),0.6682,,Informative (Direct),Possible #tornado on the ground S of Agnes #Texas. Springtown Texas ** SEEK SHELTER NOW! ** #TXWX Follow 4 updates.,Possible #tornado on the ground S of Agnes #Texas. Springtown Texas ** SEEK SHELTER NOW! ** #TXWX Follow 4 updates.
204691866,false,finalized,4,10/5/2012 02:06:50,Other,0.5136,,Informative (Direct),Cantor should be forced to fucking resign from congress for holding tornado aid hostage in way convict Tom DeLay even wou ...,RT @PhilipStl: Cantor should be forced to fucking resign from congress for holding tornado aid hostage in way convict Tom DeLay even wou ...
204691867,false,finalized,3,10/6/2012 03:10:00,Personal only,1.0,,Informative (Direct),So it is a tornado warning???? Hmph wheres my Mr. Teddy?! :(,So it is a tornado warning???? Hmph wheres my Mr. Teddy?! :(
204691868,false,finalized,4,10/5/2012 12:14:25,Informative (Indirect),1.0,,Informative (Direct),Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b,RT @cnnbrk: Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b
204691869,false,finalized,3,10/5/2012 18:02:26,Other,0.3525,,Personal message,Leave it to Fox to be in normal programming #okwx #americanidol,Leave it to Fox to be in normal programming #okwx #americanidol
204691870,false,finalized,3,10/5/2012 14:39:07,Personal only,1.0,,Personal message,Be Safe #Oklahoma and #Kansas. Praying for you. #Tornado #Storm #Prayingforyou,Be Safe #Oklahoma and #Kansas. Praying for you. #Tornado #Storm #Prayingforyou
204691871,false,finalized,3,10/5/2012 16:00:45,Informative (Direct or Indirect),0.6485,,Personal message,Last biggest tornado the size of Joplin was in Flint MI 1953. Grew up hearing about it from my Grandma.,Last biggest tornado the size of Joplin was in Flint MI 1953. Grew up hearing about it from my Grandma.
204691872,false,finalized,4,10/4/2012 08:25:33,Personal only,1.0,,Personal message,Can someone in #Joplin tell me if my home is still standing please? 1725 Empire (Near Corner of 18th & Empire) - I still don't know   :-(,Can someone in #Joplin tell me if my home is still standing please? 1725 Empire (Near Corner of 18th & Empire) - I still don't know   :-(
204691873,false,finalized,3,10/3/2012 12:10:10,Informative (Direct or Indirect),0.6836,,Informative (Direct),@ntdaily Warning. That is a Tornado WARNING! Watch has been in effect for a while.,@ntdaily Warning. That is a Tornado WARNING! Watch has been in effect for a while.
204691874,false,finalized,4,10/3/2012 20:39:33,Personal only,1.0,,Informative (Direct),@AngelRome : Yep! Hanging out in Tornado Alley. #sofun,@AngelRome : Yep! Hanging out in Tornado Alley. #sofun
204691875,false,finalized,3,10/6/2012 03:05:51,Informative (Direct or Indirect),0.6628,,Informative (Direct),@local4news A Tornado is coming through Oklahoma City and I Don't mean the Dallas Mavericks their up 3 to 1!,@local4news A Tornado is coming through Oklahoma City and I Don't mean the Dallas Mavericks their up 3 to 1!
204691876,false,finalized,4,10/5/2012 00:43:05,Informative (Indirect),0.5421,,Informative (Direct),Joplin MO tornado: At least 89 dead as twister cuts 4-mile swathe through Missouri town | Mail Online http://t.co/moUgHfj via @feedly,Joplin MO tornado: At least 89 dead as twister cuts 4-mile swathe through Missouri town | Mail Online http://t.co/moUgHfj via @feedly
204691877,false,finalized,3,10/4/2012 16:59:25,Personal only,1.0,,Personal message,@charlies_aunt Usually because I know that the tornado isn't heading in my direction I know I am such a #She-ra aren't I?,@charlies_aunt Usually because I know that the tornado isn't heading in my direction I know I am such a #She-ra aren't I?
204691878,false,finalized,5,10/5/2012 03:54:30,Informative (Direct or Indirect),0.8003,,Personal message,A new tight circulation has developed near Justin in SW Denton County. A tornado could be imminent. Stay in shelter. -sm,RT @wfaaweathertoo: A new tight circulation has developed near Justin in SW Denton County. A tornado could be imminent. Stay in shelter. -sm
204691879,false,finalized,3,10/4/2012 00:13:51,Informative (Indirect),0.6843,,Personal message,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,RT @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b
204691880,false,finalized,3,10/6/2012 03:25:57,Personal only,0.6917,,Informative (Direct),Glad that SOME ONE is sticking up for the tornado victims...,Glad that SOME ONE is sticking up for the tornado victims...
204691881,false,finalized,3,10/5/2012 09:02:20,Other,1.0,,Personal message,@prayutiandy bencana angin tornado itu di amrik selatan. Jauh kan dr macca?,@prayutiandy bencana angin tornado itu di amrik selatan. Jauh kan dr macca?
204691882,false,finalized,3,10/3/2012 18:43:51,Other,1.0,,Personal message,Que segun viene un tornado.,Que segun viene un tornado.
204691883,false,finalized,5,10/5/2012 00:31:25,Personal only,0.4261,,Personal message,"Crazy weather quote of the day II: Rick Mitchell """"That a is a hurricane-like tornado."""" (Hmm is it going past a road-like street?)","Crazy weather quote of the day II: Rick Mitchell ""That a is a hurricane-like tornado."" (Hmm is it going past a road-like street?)"
204691884,false,finalized,3,10/5/2012 01:12:00,Informative (Indirect),1.0,,Personal message,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs,RT @TWCBreaking: Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs
204691885,false,finalized,3,10/5/2012 14:29:07,Informative (Indirect),0.6694,,Personal message,vickyvette: Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJDoJ  ...,vickyvette: Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJDoJ  ...
204691886,false,finalized,4,10/5/2012 03:06:03,Personal only,0.7312,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691887,false,finalized,5,10/5/2012 04:06:08,Personal only,1.0,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691888,false,finalized,4,10/4/2012 22:09:12,Informative (Direct or Indirect),0.7361,,Personal message,VERY DANGEROUS SITUATION NOW! DALLAS AND TARRANT COUNTIES NOW UNDER TORNADO WARNINGS. THIS SAME STORM HAS PRODUCED... http://fb.me/zRvnVN5U,VERY DANGEROUS SITUATION NOW! DALLAS AND TARRANT COUNTIES NOW UNDER TORNADO WARNINGS. THIS SAME STORM HAS PRODUCED... http://fb.me/zRvnVN5U
204691889,false,finalized,3,10/4/2012 15:26:23,Informative (Direct or Indirect),1.0,,Informative (Direct),if you live in northern tarrant county stay alert. a tornado may be on the ground near azle. its moving east at 40mph.,RT @wfaaweather: if you live in northern tarrant county stay alert. a tornado may be on the ground near azle. its moving east at 40mph.
204691890,false,finalized,3,10/3/2012 23:23:58,Personal only,0.6786,,Informative (Direct),Tornado Warning Dis Sum BS...SMH!!!,Tornado Warning Dis Sum BS...SMH!!!
204691891,false,finalized,3,10/6/2012 01:36:48,Informative (Direct),0.6594,,Personal message,BREAKING NEWS: Tornado watch issued for Denton County http://bit.ly/j3YaE0,RT @ntdaily: BREAKING NEWS: Tornado watch issued for Denton County http://bit.ly/j3YaE0
204691892,false,finalized,3,10/4/2012 07:48:25,Personal only,0.6667,,Informative (Direct),Just 'cause the Mavs put the Thunder under last night doesn't mean OKC needs to send a tornado our way....yeeeesh #chokelahoma,Just 'cause the Mavs put the Thunder under last night doesn't mean OKC needs to send a tornado our way....yeeeesh #chokelahoma
204691893,false,finalized,3,10/3/2012 19:02:42,Informative (Direct or Indirect),0.7003,,Informative (Direct),Three Year Old Child missing after Tornado Does @GOPLeader Eric Cantor have enough in the budget to help look for him?,RT @TheFreshBrew: Three Year Old Child missing after Tornado Does @GOPLeader Eric Cantor have enough in the budget to help look for him?
204691894,false,finalized,4,10/4/2012 22:44:10,Informative (Direct),0.2813,,Informative (Direct),Please follow @DrumDepotOnline every follows is $1 toward #Joplin and @RedCross ! ... http://tmi.me/aBJly,RT @AdamAlt: RT @DrumDepotOnline: Please follow @DrumDepotOnline every follows is $1 toward #Joplin and @RedCross ! ... http://tmi.me/aBJly
204691895,false,finalized,5,10/5/2012 00:27:53,Informative (Indirect),0.8155,,Informative (Direct),Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,RT @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b
204691896,false,finalized,3,10/3/2012 19:23:32,Informative (Direct or Indirect),0.6571,,Informative (Direct),NC too. RT @rolandsmartin: Man tornado/storm warnings go from Texas Oklahoma Kansas Missouri Nebraska an Colorado,NC too. RT @rolandsmartin: Man tornado/storm warnings go from Texas Oklahoma Kansas Missouri Nebraska an Colorado
204691897,false,finalized,3,10/5/2012 03:20:36,Informative (Direct),0.6955,,Informative (Direct),Seeejayy ruuunnnn! RT @Hxcj88 Tornado on the ground in my town. Wowza Burger.,Seeejayy ruuunnnn! RT @Hxcj88 Tornado on the ground in my town. Wowza Burger.
204691898,false,finalized,5,10/4/2012 19:36:26,Personal only,1.0,,Personal message,Cuddling Weather.....Unless A Tornado Smack Our Ass,Cuddling Weather.....Unless A Tornado Smack Our Ass
204691899,false,finalized,3,10/4/2012 02:50:09,Informative (Direct or Indirect),0.681,,Informative (Direct),Man tornado/storm warnings go from Texas Oklahoma Kansas Missouri Nebraska an Colorado,Man tornado/storm warnings go from Texas Oklahoma Kansas Missouri Nebraska an Colorado
204691900,false,finalized,3,10/4/2012 08:14:02,Personal only,0.3785,,Informative (Direct),Cantor is holding tornado victims HOSTAGE to his #failed budget!  NO AID WITHOUT PASSING HIS PLAN #mizzou #joplin #GOP #teaparty,Cantor is holding tornado victims HOSTAGE to his #failed budget!  NO AID WITHOUT PASSING HIS PLAN #mizzou #joplin #GOP #teaparty
204691901,false,finalized,3,10/6/2012 02:49:44,Informative (Direct or Indirect),1.0,,Informative (Direct),Tornado warning at Southlake!!!,Tornado warning at Southlake!!!
204691902,false,finalized,3,10/5/2012 03:19:39,Personal only,0.7042,,Informative (Direct),Tornado Watch Party!!!!,Tornado Watch Party!!!!
204691903,false,finalized,3,10/6/2012 00:45:18,Informative (Indirect),0.3658,,Personal message,It's good to see the support @Starbucks is giving my partners here in Joplin. #Joplin #tornado,RT @willvastine: It's good to see the support @Starbucks is giving my partners here in Joplin. #Joplin #tornado
204691904,false,finalized,3,10/5/2012 04:07:46,Personal only,0.702,,Personal message,Has Lou Dobbs blamed the tornado in Joplin on illegal immigration yet?,Has Lou Dobbs blamed the tornado in Joplin on illegal immigration yet?
204691905,false,finalized,3,10/5/2012 01:44:39,Informative (Indirect),0.3756,,Personal message,@AnthonyCumia listening to replay Tornado video sound made my hair stand up. Creepy,@AnthonyCumia listening to replay Tornado video sound made my hair stand up. Creepy
204691906,false,finalized,4,10/4/2012 04:47:15,Informative (Direct),1.0,,Informative (Direct),@KimTurner25 @Jaceigh We are officially under a tornado watch until 3 AM,@KimTurner25 @Jaceigh We are officially under a tornado watch until 3 AM
204691907,false,finalized,3,10/6/2012 00:45:18,Personal only,0.6574,,Informative (Direct),We need somebody amazing to bring us some joy after this tornado in Joplin Missouri. Could that amazing person be you? #asktaylor,We need somebody amazing to bring us some joy after this tornado in Joplin Missouri. Could that amazing person be you? #asktaylor
204691908,false,finalized,3,10/5/2012 13:31:11,Informative (Direct),0.6426,,Informative (Direct),hope my aunts ok her apartnments was hit n the tornado in chickasha: http://yearbook.com/a/1b3xb6,hope my aunts ok her apartnments was hit n the tornado in chickasha: http://yearbook.com/a/1b3xb6
204691909,false,finalized,3,10/5/2012 14:31:00,Personal only,1.0,,Informative (Direct),@thepioneerwoman  Praying for those in Oklahoma. Please pray for us in MO. Raise your hand if you are ready for tornado season to be over!,@thepioneerwoman  Praying for those in Oklahoma. Please pray for us in MO. Raise your hand if you are ready for tornado season to be over!
204691910,false,finalized,3,10/3/2012 09:36:16,Informative (Indirect),1.0,,Informative (Direct),Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,RT @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b
204691911,false,finalized,3,10/4/2012 15:22:53,Informative (Direct),0.6804,,Informative (Direct),Good size thunder in Collin. Sky just got dark. #txwx,RT @WxChris2011: Good size thunder in Collin. Sky just got dark. #txwx
204691912,false,finalized,4,10/5/2012 01:09:15,Informative (Direct or Indirect),1.0,,Personal message,TORNADO WARNING [ Coal OK ] Expires: Tue May 24 21:30 EDT #SVRAlert,TORNADO WARNING [ Coal OK ] Expires: Tue May 24 21:30 EDT #SVRAlert
204691913,false,finalized,3,10/5/2012 01:28:15,Personal only,1.0,,Informative (Direct),Speaking of #besafe ... Just got an email from a reader in the tornado path ...,RT @kathrynlopez: Speaking of #besafe ... Just got an email from a reader in the tornado path ...
204691914,false,finalized,3,10/5/2012 14:34:07,Informative (Direct or Indirect),1.0,,Informative (Direct),Crap- Joplin is now under a tornado watch!,Crap- Joplin is now under a tornado watch!
204691915,false,finalized,3,10/5/2012 00:27:53,Personal only,0.6702,,Personal message,please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691916,false,finalized,3,10/6/2012 00:50:43,Informative (Direct),0.3632,,Personal message,Tornado warning for N. Tarrant County TX (northern Fort Worth area).  Softball size hail possible too. Warning info: h ...,RT @TWCBreaking: Tornado warning for N. Tarrant County TX (northern Fort Worth area).  Softball size hail possible too. Warning info: h ...
204691917,false,finalized,3,10/6/2012 02:50:34,Informative (Indirect),1.0,,Personal message,MSNBC's anchor and meteorologist said this is an unprecedented outbreak in the heart of Tornado Alley...and toss to Lawrence O'Donnell.,MSNBC's anchor and meteorologist said this is an unprecedented outbreak in the heart of Tornado Alley...and toss to Lawrence O'Donnell.
204691918,false,finalized,3,10/3/2012 23:53:24,Personal only,1.0,,Personal message,Good week.. survived the rapture & the tornado #lookatmenow,RT @jammey_: Good week.. survived the rapture & the tornado #lookatmenow
204691919,false,finalized,3,10/5/2012 00:13:51,Informative (Direct or Indirect),0.6469,,Informative (Direct),Three Year Old Child missing after Tornado Does @GOPLeader Eric Cantor have enough in the budget to help look for him?,Three Year Old Child missing after Tornado Does @GOPLeader Eric Cantor have enough in the budget to help look for him?
204691920,false,finalized,3,10/5/2012 13:57:25,Informative (Indirect),0.3824,,Personal message,Hope everyone's safe in Oklahoma City. Another tornado. Very scary very sad.,RT @PatrickStump: Hope everyone's safe in Oklahoma City. Another tornado. Very scary very sad.
204691921,false,finalized,3,10/5/2012 19:01:44,Other,1.0,,Personal message,Le dicen la tornado jaja,Le dicen la tornado jaja
204691922,false,finalized,3,10/5/2012 13:34:28,Informative (Indirect),0.342,,Informative (Direct),@CheraKimiko tornado warning in Tulsa too?,@CheraKimiko tornado warning in Tulsa too?
204691923,false,finalized,4,10/5/2012 14:29:07,Informative (Direct or Indirect),0.776,,Informative (Direct),Showing possible #tornado near Madill #Oklahoma. Storm has very strong rotation. Seek shelter ENE of this cell! #OKWX  ...,RT @weathertrek: Showing possible #tornado near Madill #Oklahoma. Storm has very strong rotation. Seek shelter ENE of this cell! #OKWX  ...
