_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,id,retweetcount,screenname,text,userid
191083323,false,finalized,3,8/12/2012 13:26:29,Unknown,0.6532,,73390277389328304,,,Joplin tornado aftermath: ,
191083324,false,finalized,3,8/12/2012 13:24:37,Caution and advice,0.6912,,78560202152095600,0,wickedwxbot,US day 1 #severe #weather outlook updated #WIND: 30% #HAIL: 30% #TORNADO: 5%  http://goo.gl/IzrNI http://wickedwx.com/2011/06/08/ #wx 55925,248826334
191083325,false,finalized,3,8/12/2012 13:30:12,Information source,0.6552,,74072846904721408,9,Andylanger, @ShawnRyanTV: Hey Guy on CNN w/Home Video of tornado aftermath: Next time put the camera down while frantically searching for missing ...,24482181
191083326,false,finalized,3,8/12/2012 13:36:39,Caution and advice,1.0,,73220844096196608,6,chris_1326, @MyTexasWeather:  @SgtAndyNorris  @TWCBreaking: Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I ...,177592281
191083327,false,finalized,3,8/12/2012 13:29:54,"Donations of money, goods or services",1.0,,72746304878546800,2,PSJoplin," @SantaFeTow: Emergency Blood Drive for #JOPLIN today at 2pm - American Red Cross: KCMO  211 West Armour Boulevard in #KansasCity, MO  ...",21314191
191083328,false,finalized,3,8/12/2012 13:18:11,Caution and advice,0.6633,,73914701586763600,0,SoleOfBloom, @aegirl_2012: Tornado in Bloomington... http://bit.ly/lXWKcW,268328663
191083329,false,finalized,3,8/12/2012 13:12:32,Casualties and damage,0.6782,,74439989336866800,47,waldeterossi," @nytimes: Delivering the bad news of the aftermath of the tornado weighs on a Joplin, Mo., police chaplain http://nyti.ms/iTohba",215710466
191083330,false,finalized,3,8/12/2012 14:12:07,Caution and advice,1.0,,79715300337127296,0,MagnoliaRelief,Tornado Warning for Beaver County in OK until 8:30pm CDT,296647898
191083331,false,finalized,3,8/12/2012 13:21:48,Information source,1.0,,77746523953311600,0,cspanSnark,@walterolson Man clearing tornado debris fined for tree trimming http://j.mp/kgfWVn/// Didya even read the entire article? @cspanwj,79460073
191083332,false,finalized,3,8/12/2012 13:13:05,Information source,0.629,,78946699669803008,2,2ndOfDouglas, @txskywtchr: Here's a map of every county in Texas that is currently under a Burn Ban. Expect this list to grow. http://ow.ly/5ekuj # ...,111095004
191083333,false,finalized,3,8/12/2012 13:15:51,Unknown,0.6797,,74926946412277600,6,WBCBecky, @tachmonite: #Joplin beasts beat up their cops because they don't like #WBC telling them that God sent the EF5 tornado. Cops tear gas ...,83457134
191083334,false,finalized,3,8/12/2012 13:21:48,"People missing, found or seen",0.6737,,75166698495426400,1,akuma_river," @NewsOneOfficial: Obama Consoles Tornado-Ravaged Joplin: JOPLIN, Mo. -- Exactly a week after Joplin was nearly leveled by the dead... ...",22232322
191083335,false,finalized,3,8/12/2012 13:29:53,"Donations of money, goods or services",1.0,,73222298148151200,5,ChosenMert, @SandiPattyP:  @jabberjoy: @SandiPattyP  Plz (1)OKC tornado victims shelter at Piedmont Baptist Church. Red Cross there. PLASTIC  ...,67671690
191083336,false,finalized,3,8/12/2012 13:26:44,Casualties and damage,0.7016,,72595866690650000,2,CarolCNN,#Joplin MO residents find X-rays from a hospital that was struck by a tornado 70 miles away,126629610
191083337,false,finalized,3,8/12/2012 13:24:27,"Donations of money, goods or services",1.0,,73447060216614800,0,hayes1098,NFL Collecting Funds To Aid Tornado Victims: By SportsDirect Three NFL teams have begun collecting supplies and ... http://bit.ly/ljg5KM,133926100
191083338,false,finalized,3,8/12/2012 13:35:38,Information source,1.0,,74181613356990400,10,ashleypgh, @ModernMom: Dog rescues another dog in #Joplin http://bit.ly/iHwff2,205075110
191083339,false,finalized,3,8/12/2012 13:15:01,"Donations of money, goods or services",0.6289,,76709118286643200,3,ATMilitary," @studentadvisor: This Week in College News: Tornado Relief, ROTC and Rebecca Black http://t.co/PBn8GKH #college #highered",147679940
191083340,false,finalized,3,8/12/2012 13:26:22,"Donations of money, goods or services",1.0,,76004654818926400,1,goMarielle," @SippyCupMom: #Blog4Joplin has raised over $1,000! We STILL have blog accepting advertisers for as low as $5 a month will proceeds go ...",135405245
191083341,false,finalized,3,8/12/2012 13:34:58,"Donations of money, goods or services",1.0,,72656329503805408,54,wshemp," @BadAstronomer:  @samc76: we need nurses or doctors looking to help re #Joplin,MO, call 417-832-9500 for the Greater Ozarks of the  ...",15604466
191083342,false,finalized,3,8/12/2012 13:29:05,Caution and advice,1.0,,73262153649496000,917,DannyKeim," @BreakingNews: Spotters confirm a tornado on the ground moving toward Joplin, Mo., where a twister on Sunday killed 124 people - CNN",243474343
191083343,false,finalized,3,8/12/2012 13:35:55,"Donations of money, goods or services",1.0,,75573450059689904,2,beliefnet,The wonderful @TaylorSwift13 raises almost $1M for tornado victims! Read the story and watch a clip from the show http://spr.ly/6019REgS,14626584
191083344,false,finalized,3,8/12/2012 13:28:08,Information source,1.0,,79754524235010000,0,DanHurst,Geesh!  How long since the tornado?3 weeks??? @KrisKetz:  @koamnews: FEMA trailers arrive for tornado relief http://bit.ly/kv6DXp,49030222
191083345,false,finalized,3,8/12/2012 13:28:56,Information source,0.6785,,75205294384361408,0,BestNewsVids,Check this video out -- Stunning Water tornado blasts Australia coast. http://t.co/gIbUldt via @youtube,261243736
191083346,false,finalized,3,8/12/2012 13:16:39,"Donations of money, goods or services",0.6589,,74931342193864704,0,davideprince,About to head to Sweet Home Alabama to help with Tornado Relief Efforts. Will be in Bham tonight (Lord willing),17503707
191083347,false,finalized,3,8/12/2012 13:25:27,"People missing, found or seen",1.0,,73823143323643904,0,mashtimes,Missouri town says 232 missing after tornado: Officials Thursday said 232 people were still missing four days af... http://bit.ly/kW9HQn,236063465
191083348,false,finalized,3,8/12/2012 13:34:42,Caution and advice,1.0,,73198374110756800,2,garytx, @TWCBreaking: Tornado reported on the observation at Dallas' Love Field. #txwx,14136114
191083349,false,finalized,3,8/12/2012 13:28:09,"Donations of money, goods or services",0.6598,,72804597529448400,1,mizzouatheart, @PFCinKC: call 866-892-3228 for referrals to available child care in Joplin during recovery efforts.  #MoHaves Please ,21459028
191083350,false,finalized,3,8/12/2012 13:12:03,Information source,1.0,,77155345574797200,0,SplinternetMark,"Massachusetts Tornadoes Make for Popular YouTube Content As previously discussed, 2011 has been the Year of the Tornado, http://tiny.ly/BbgL",184102626
191083351,false,finalized,3,8/12/2012 13:28:15,Unknown,0.6805,,79665621842919296,1,dogan1aydin," @emre_yilmaz: Making MySQL Queries Asynchronous in Tornado, http://chart.io/2011/making-mysql-queries-asynchronous-in-tornado/ #fb",65231331
191083352,false,finalized,3,8/12/2012 14:07:28,"Donations of money, goods or services",0.6979,,76744552555356000,0,CaravanOfHope,"@CBS42 please RT, Pray for our team taking donations to Joplin today! Thanks for the support from everyone!! #wearealabama #Joplin",304227159
191083353,false,finalized,3,8/12/2012 13:29:41,"Donations of money, goods or services",1.0,,75980740675907504,7,MCRmy_India, @ViennaKISS: 2 days left to bid on autographed MCR drumhead to help tornado victims in Mississippi ! http://www.tinyurl.com/HelpMCRHelpMS,270287272
191083354,false,finalized,3,8/12/2012 13:24:50,Information source,0.6618,,74941215900049408,0,JeffBreazile,#Obama tours twister-ravaged neighborhood in #Joplin  http://bre.ad/0cmin0 #news,35662818
191083355,false,finalized,3,8/12/2012 13:37:06,"Donations of money, goods or services",0.6653,,74183700966940608,0,ExpediteShip,"Goodyear Blimps Assist Tornado Relief Effort: AKRON, Ohio, May 27, 2011 /PRNewswire/ -- The Goodyear Tire & Rubb... http://prn.to/lskBqa",145679057
191083356,false,finalized,3,8/12/2012 13:23:56,Casualties and damage,1.0,,72646038405660608,260,Cort9999, @NBCActionNews: 89 confirmed deaths in #Joplin tornado #motornados,54106224
191083357,false,finalized,3,8/12/2012 13:30:01,Caution and advice,1.0,,79000736725340000,27,TonyDuzlt," @KAKEnews: If you are in the city of Wichita, you should be in your tornado shelters. #ksstorms",262031233
191083358,false,finalized,3,8/12/2012 13:35:38,Casualties and damage,0.6604,,72803153984225200,0,BoHussey,Stunning  @BlairMiller9 CNN reports: X-rays from St. John's Hospital found 70 miles from #Joplin,21562858
191083359,false,finalized,3,8/12/2012 13:27:48,Caution and advice,1.0,,73172794623532896,0,mom2two2330,Pawnee county in Ok too!  @severestudios: Tornado Warning for Pawnee County in KS until 7:15pm CDT. #kswx,53749397
191083360,false,finalized,3,8/12/2012 13:19:32,Casualties and damage,0.6808,,75400638544084800,,,#usnews Missouri officials continue identifying tornado dead ,
191083361,false,finalized,3,8/12/2012 13:23:33,Caution and advice,1.0,,74959970730377200,0,shelley1005,"Tractors?  @ScottLauber Tornado warning in Detroit. Combo of 10 tractors, golf course, lawn equipment on tarp. Not a good sign. #RedSox",15931540
191083362,false,finalized,3,8/12/2012 13:35:55,Caution and advice,1.0,,73423267658084304,1,onepamperedgirl, @TBBrannon: High Risk of Severe Weather today for Northeast and Northcentral Arkansas. A Tornado Watch for Northern 2 rows of countie ...,272711119
191083363,false,finalized,3,8/12/2012 13:29:37,"Donations of money, goods or services",1.0,,76442268629864400,10,BradHouTx," @ProFootballTalk: Bills players, New Era donating at least $10,000 to Joplin tornado relief http://bit.ly/ln4qMA",24635996
191083364,false,finalized,3,8/12/2012 13:26:29,"Donations of money, goods or services",1.0,,78838056777555904,,,"Donations for tornado victims can be dropped off: Bottled water, diapers, non-perishable baby formula",
191083365,false,finalized,3,8/12/2012 13:29:01,Casualties and damage,1.0,,73218838719770496,0,OtherMBWilliams," @MB_Williams MB_Williams: Tornado, storms kill 4 near Oklahoma City, officials say  http://tiny.ly/qZ3y http://bit.ly/kLPwGN",288754014
191083366,false,finalized,4,8/12/2012 14:11:43,Casualties and damage,0.5275,,73000412524978000,0,3haussies, @kathygriffin Watching you good folks & rescuers in #Joplin on the news. Devastation beyond imagine. Support @RedCross #tornado relief.,24992380
191083367,false,finalized,3,8/12/2012 13:26:05,Information source,0.6581,,74216546880323504,0,fayetteville_ar,Web Extra: 11-Year-Old Tornado Survivor Speaks: A young survivor of the tornado that hit Franklin and Johnson co... http://bit.ly/iUA5F3,18481269
191083368,false,finalized,3,8/12/2012 14:18:50,Casualties and damage,0.6799,,72611686779072400,260,SvrStrmChsrs, @NBCActionNews: 89 confirmed deaths in #Joplin tornado #motornados,30118510
191083369,false,finalized,3,8/12/2012 13:21:53,Casualties and damage,0.7068,,76398699361738704,0,AshleyBoasso,So sad a mom died saving her daughter yesterday during the tornado http://bit.ly/jFrSjA @GetGlue #SpringfieldMassachusetts,23898335
191083370,false,finalized,3,8/12/2012 13:35:19,Unknown,0.6498,,73230430811328400,0,truckinwife, @WomenTruckers: D/FW has taken Passengers off planes to take cover for Tornado Activity in Area //Desiree are you the tornado savior now?,34413416
191083371,false,finalized,3,8/12/2012 13:29:05,"Donations of money, goods or services",0.3605,,73525053031067600,0,Celso_N,I liked a @YouTube video http://youtu.be/xVOsKlwDWHo?a Devastating Tornado in Joplin Fund Raiser,54662618
191083372,false,finalized,3,8/12/2012 13:28:28,Information source,0.6877,,74934980530290496,0,b_sorensen,"MT @StJohnsHealth: Dr. Charles Ro, St. John's Regional Med. Ctr, is prepping for first surgery at the new... http://fb.me/11m8Y08AL #joplin",31409510
191083373,false,finalized,3,8/12/2012 13:17:07,Caution and advice,1.0,,73214773445144400,69,LeapOfFaith_13, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,16078257
191083374,false,finalized,3,8/12/2012 13:20:35,Caution and advice,0.6882,,76290608683155296,50,ianCcain," @GMA: 18 tornado reports yesterday including 7 in Massachusetts, 4 in California and the rest in Nebraska and Kansas (via NWS)",32822825
191083375,false,finalized,3,8/12/2012 13:21:31,Caution and advice,1.0,,73460343657086800,5,ChrisTHEBLUEONE, @Kentuckyweather: Tornado Watch for northern Ky until 9pm EDT,34986102
191083376,false,finalized,3,8/12/2012 13:24:34,Casualties and damage,0.6754,,76149261905051600,0,realnewslive,Photo: No More Missing After Joplin Tornado; 134 Dead Officials say they have accounted for all the people... http://tumblr.com/xg12suu0pt,277792122
191083377,false,finalized,3,8/12/2012 13:22:29,"Donations of money, goods or services",1.0,,79994632649445200,0,lomargie,@iMommygame Thank you for the RT! #donate #joplin #tornado,47759008
191083378,false,finalized,3,8/12/2012 13:28:50,Caution and advice,1.0,,73454097348562800,3,SWATChasers,Tornado sirens going off in Marion County (Indianapolis) as severe thunderstorm warning gets issued during a tornado watch.,282865138
191083379,false,finalized,3,8/12/2012 13:30:35,Information source,1.0,,78310524227551200,0,whensafetyfails,From inside the hospital inside the tornado that hit Joplin. - http://www.kevinmd.com/blog/2011/05/happened-hospital-joplin-mo-tornado.html,244529436
191083380,false,finalized,3,8/12/2012 13:58:55,Information source,1.0,,72806878165479296,3,41ActionNews,National Weather Service: #Joplin storm was an EF4 with winds up to 198 mph #MOTornado http://pub.vitrue.com/PYi,32545745
191083381,false,finalized,3,8/12/2012 13:24:27,Caution and advice,0.6857,,73442930588790704,0,OverlandParkCC,Waiting out the Tornado warning at OPCC.  Glad everyone is safe! http://fb.me/RF5uGhGg,48433255
191083382,false,finalized,3,8/12/2012 13:26:49,Caution and advice,0.6964,,73157262033694704,0,TVReviewProgram," @TWCBreaking: #Tornado EMERGENCY coming from NWS for NW side of Norman, Moore, and south side of OKC.  TAKE SHELTER NOW.",14399422
191083383,false,finalized,3,8/12/2012 13:28:11,Caution and advice,1.0,,76066450347012000,84,plantgirl1958," @Newsweek: A tornado warning in #NYC. A funnel in #Springfield, MA. Is this the new normal?! Our cover story this week: http://bit.ly ...",23978578
191083384,false,finalized,3,8/12/2012 13:26:00,Unknown,0.3632,,72582134660992896,1,Fox19Katy," @StephanieAbrams: If #JoplinTornado rated EF4, make it as strong/poss stronger than any on rec there (back to 1880) -Dr.Forbes",112396470
191083385,false,finalized,3,8/12/2012 13:27:10,"People missing, found or seen",0.6525,,73471674066022400,0,buzzinorlando,"Missing Child A Victim Of Historic Tornado Season: Teams of rescuers were out Wednesday in Canadian County,... http://dlvr.it/T001r",276167948
191083386,false,finalized,3,8/12/2012 13:25:27,Information source,1.0,,72862443516346304,254,BeFearless4Life," @nytimes: 33 Striking photos of #tornado destruction in Joplin, Missouri: http://bit.ly/iu2a8O (via @in_focus)",61329838
191083387,false,finalized,3,8/12/2012 13:08:03,Casualties and damage,1.0,,76776800843341696,0,Lexyrai,"â€œ@Drudge_Report: Police officer helping tornado cleanup in Joplin struck by lightning, dies... http://t.co/0Iu8jFFâ€ #WTF #DontMoveToJoplin",294308525
191083388,false,finalized,3,8/12/2012 13:05:01,Casualties and damage,1.0,,75400634840530800,,,#usnews Joplin tornado leaves thousands with no place to call home ,
191083389,false,finalized,3,8/12/2012 13:12:06,Caution and advice,1.0,,73522087477772096,1,BMD_Nerd,A tornado is coming near Memphis...probably won't hit.,178234793
191083390,false,finalized,3,8/12/2012 13:22:08,Casualties and damage,0.6836,,76410405186048000,0,RawSigBoston,Mother's heroic last act saves daughter in tornado http://bit.ly/iQie4S,223672221
191083391,false,finalized,3,8/12/2012 13:37:06,Information source,0.6847,,77628575527862208,117,Bryce3333, @rob_sheridan: This is what happens when a tornado crosses a river. Holy shit. http://bit.ly/lSatyy - via @leviathant,14304725
191083392,false,finalized,3,8/12/2012 13:26:04,Information source,0.64,,76245024689504096,0,DougHillABC7,"Wow.....sunny, breezy, warm and less humid...blue skies thrown in at no extra charge! Wild tornado video at http://wjla.com/weather",174288971
191083393,false,finalized,3,8/12/2012 13:26:05,"Donations of money, goods or services",0.3823,,73416430690910208,6,TopGunRadio," @WorldVisionNews: Our #tornado response continues in #Joplin, #Twin Cities, #Tuscaloosa, beyond. See all World Vision press updates h ...",44985181
191083394,false,finalized,3,8/12/2012 14:03:08,"Donations of money, goods or services",1.0,,73501669345869696,0,WestsideSchools,The middle school tornado shelter is open to the public at this time.,20187491
191083395,false,finalized,3,8/12/2012 13:26:29,Caution and advice,0.6847,,73501044310687600,0,Lawyerscom,"@BBCBreaking Tornado near Tuckerman, Ar. reported to be 1/2 mile wide - @KATVNews",35750871
191083396,false,finalized,3,8/12/2012 13:29:05,Casualties and damage,0.6528,,78865486741372800,0,sgfnews,News-Leader: Two Joplin tornado victims die after suffering fungal infections http://dlvr.it/VhhDH,17808958
191083397,false,finalized,3,8/12/2012 13:20:41,Caution and advice,1.0,,73450580395307008,0,MarieHuettner,"FWD: severestudios: Tornado Warning for Maries, Phelps, and Pulaski County in MO until 2:15pm CDT. #mowx",50947367
191083398,false,finalized,3,8/12/2012 13:22:38,Unknown,0.6827,,72991874205499200,0,heatherperrey,@justinbieber we need all the prayers we can get! Being from Missouri all the damage is devastating. Thanks for caring Your the best #Joplin,130960679
191083399,true,golden,1,8/12/2012 12:57:49,Casualties and damage,1.0,Casualties and damage,72768850076237696,1,Debra_Walker," @AdamSwenka:  @BreakingNews: Update: 116 confirmed dead in Joplin, city manager says #Joplin www.northpointchurch.tv/joplin",30881397
191083400,false,finalized,3,8/12/2012 13:27:10,Caution and advice,1.0,,73218245074763600,2,CheraKimiko,New tornado warning in Joplin again. :(,14790958
191083401,true,golden,1,8/12/2012 13:06:23,Casualties and damage,1.0,"Casualties and damage
Information source",77837980789784400,0,NECN,FEMA teams assess Mass. tornado damage http://bit.ly/j3fBu1,9907172
191083402,false,finalized,3,8/12/2012 13:28:15,Information source,1.0,,72869034076553200,123,Stompn_Tom, @BadAstronomer: Holy crap. Animation of weather sat images of #Joplin tornadic supercell exploding into existence. http://is.gd/36AwFV,15175569
191083403,true,golden,3,8/12/2012 13:28:57,Information source,0.6636,Information source,74922373933039600,23,JEstebanTorres," @CBSNews: Live now on CBSNews.com: Streaming video of Joplin MO memorial service for tornado victims, Obama to speak  http://bit.ly/9 ...",43741340
191083404,false,finalized,3,8/12/2012 13:35:04,Caution and advice,1.0,,73160253331603296,0,victoria_29,"#moore no #Tornado on ground, it is thinning out, debris falling from sky as slows down",16156419
191083405,false,finalized,3,8/12/2012 13:28:18,Information source,1.0,,74239944134107104,11,Maven2379, @twcMarkElliot: One of many images showing the force of an EF-5 Tornado: http://i.imgur.com/smF2z.jpg,33530715
191083406,false,finalized,3,8/12/2012 13:20:43,Caution and advice,1.0,,73203823405051904,75,WhoDat35," @JimCantore: TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON, TX #TXWX #TORNADO",110263006
191083407,false,finalized,3,8/12/2012 13:35:39,Information source,0.6469,,74995830729351104,0,JunJun_M_Cabuay,"Obama Offers Condolences, Encouragement to Joplin Tornado Victims | FoxNews.com | http://t.co/iCAwvJ9 |",22343933
191083408,false,finalized,3,8/12/2012 13:23:40,Information source,1.0,,78148633161236400,0,Ivanroberson,The Springfield Tornado Path From Space. Thanks NASA - Rick Green | CT Confidential: http://t.co/IaQUR3o via @AddThis,40874240
191083409,false,finalized,3,8/12/2012 13:21:50,Information source,0.6453,,75367076465868800,0,news_nc,News - Greensboro_NC: Joplin tornado leaves thousands with no place to call home http://fb.me/X... http://nc.gs/iA8GEt #News #Greensboro,226357897
191083410,false,finalized,3,8/12/2012 13:36:06,Information source,1.0,,73565560985747296,0,tricitieswanews,KEPR Sports Director Remembers Tornado Threat While Living in Joplin: KEPR Action News Sports Director Morgan Vance... http://dlvr.it/T1G6S,136677865
191083411,false,finalized,3,8/12/2012 13:06:42,Caution and advice,1.0,,75319062036627296,0,Flyinbry,"tornado watch, central minnesota",307905392
191083412,false,finalized,3,8/12/2012 14:25:46,Information source,0.6347,,76352455218171904,0,BoycottArms,Watch the Tornado in Springfield http://www.youtube.com/watch?v=qIKu2f1bXes,188343000
191083413,false,finalized,3,8/12/2012 13:34:59,Information source,0.7046,,76051689093873600,1,JuliasBlues,"Sending up prayers.  @MLBrown_writes: ""@BOSTON_FF_L29: Reports of another SPRINGFIELD Area Tornado Now!"" not cool, lots of family there.",18443059
191083414,false,finalized,3,8/12/2012 13:36:28,Unknown,1.0,,75979515293216704,0,mutlu82,Levi's 'Jean Tornado' in the Regent Street store is pretty cool http://pus.hu/jo7MJ8 via @BenPerman,28710980
191083415,false,finalized,3,8/12/2012 13:21:11,Caution and advice,1.0,,75327093256368000,2,GinaM121, @KTIVweather: Tornado Warning for Holt County in NE until 5:45pm. http://bit.ly/i5ZgcK,175198947
191083416,false,finalized,3,8/12/2012 13:38:35,Unknown,1.0,,76107871535894400,6,Tx4Obama, @Gryphen2009: Hundreds of GOP members become atheists as God sends tornado to stop Palin bus tour and misses! http://tinyurl.com/3qzc ...,65498467
191083417,false,finalized,3,8/12/2012 13:29:39,Unknown,0.3554,,76886968272818000,0,1507,Southbridge Toddlerâ€™s Take On The Tornado: â€˜Things Got Brokenâ€™ http://bit.ly/mEEeJO via http://outside.in/01507,17555188
191083418,false,finalized,3,8/12/2012 13:30:35,Caution and advice,0.3517,,73221640300924800,308,anandmborse," @BreakingNews: Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...",222386273
191083419,false,finalized,3,8/12/2012 13:50:35,Caution and advice,1.0,,74950384531148800,1,weathercp," @iembot_iwx: #IWX expires Tornado Warning for  Fulton, Williams [OH] till 5:30 PM EDT http://bit.ly/iVAbGg",39632532
191083420,false,finalized,3,8/12/2012 13:16:05,Unknown,0.3543,,74922300042002400,1,MerylPageCNN,The city of #Joplin will observe a #momentofsilence at 6:41pmE/5:41pmC/2:41pmP today. The tornado hit Joplin at that time last Sunday,79542098
191083421,false,finalized,3,8/12/2012 14:05:53,Information source,0.6617,,73000679882502000,5,killakc," @cnnAM: Images from #Joplin, MO show extreme devastation after Sunday's tornado. Rescue, recovery efforts continue there. Watch #CNN  ...",48400002
191083422,false,finalized,3,8/12/2012 13:30:01,Caution and advice,1.0,,73195082467131200,16,DarkSpy87, @txstormchasers: Destructive hail and possible #tornado moving into Dallas County. This is a violent storm! #txwx,77222453
191083423,false,finalized,3,8/12/2012 14:10:14,Caution and advice,1.0,,73422279974985600,0,vasquez007,Tornado sirens just went off at 17th and Broadway.,17513111
191083424,false,finalized,3,8/12/2012 13:22:40,Information source,0.3392,,78561380902514496,3,WaterlooWeather," @CTVSWO: No tornado in Hamilton or Caledonia, damage is consistent with a downburst, says Environment Canada. http://bit.ly/l9Jzvk",121954273
191083425,false,finalized,3,8/12/2012 13:58:55,Casualties and damage,0.3581,,74922300042002400,1,MerylPageCNN,The city of #Joplin will observe a #momentofsilence at 6:41pmE/5:41pmC/2:41pmP today. The tornado hit Joplin at that time last Sunday,79542098
191083426,false,finalized,3,8/12/2012 13:33:11,Caution and advice,0.6873,,76262467587670000,,Matt_Maisel,@noahovernight last fri we went 5:50 to 7 w straight weather bc of a tornado warn in 2 cnties. Lots of people got p'od. But all takes is 1.,164318512
191083427,false,finalized,3,8/12/2012 13:29:37,Caution and advice,1.0,,73499123202007008,,IrishWxman,Greenville Mo nickel hail and debris falling from the sky.  tornado 10 miles SW of the city moving towards greenville. #nwspah #mowx,17552480
191083428,false,finalized,3,8/12/2012 13:28:50,Caution and advice,1.0,,78919318926139200,,tornadoquest,2nd day in a row that part of Aroostook Co. ME is under a tornado warning. Rare in that neck of the woods. http://ow.ly/5eiRv #mewx,24493890
191083429,false,finalized,3,8/12/2012 13:30:20,"Donations of money, goods or services",1.0,,78184083708063600,,GerminatingSeed, @Ms_Frye: #Topeka #Lawrence #KC Jammin for Joplin with the band Sellout!! 100% of the proceeds go to #Joplin!! http://on.fb.me/iJzgbk ...,284180090
191083430,false,finalized,3,8/12/2012 14:13:46,Unknown,1.0,,73215833630965600,,susan51684, @ddlovato: please pray for the tornado victims.. PLEASE..,193261562
191083431,false,finalized,3,8/12/2012 13:29:41,Information source,0.6917,,76265038637309904,,MatthewLiberty,Mayor: 'We are in life-saving mode' in western #Massachusetts   http://bit.ly/mkHJml #Tornado,20698002
191083432,false,finalized,3,8/12/2012 13:14:49,Unknown,0.6755,,76080240929157104,,RaskTuukka, @ahkhcclj: Last time Bruins won the Stanley Cup was in 1972... Last time Springfield had a tornado 1972... Coincidence? I think not!,260076730
191083433,false,finalized,3,8/12/2012 13:26:59,Caution and advice,0.6519,,76063423703687104,,ShawnCourchesne,"@TheDalyPlanet It's a scary afternoon/evening in these parts, tornado just up the street and nasty storm after nasty storm rolling through.",21341840
191083434,false,finalized,3,8/12/2012 13:26:37,"Donations of money, goods or services",1.0,,73441963860426704,,TooCrazyFox, @MinnesotaNews: Minnesota Twins to hold autograph signing for tornado relief http://bit.ly/jwznbK,247207417
191083435,false,finalized,3,8/12/2012 13:28:10,Caution and advice,1.0,,73559501835468800,,Top_of_da_class,Tornado alarm going off,258649561
191083436,false,finalized,3,8/12/2012 13:29:53,Unknown,0.6792,,73539445260955600,,crafteemcgee,@piperpost yipe! wow! i've had lots of tornado siren experiences but none like that :),69747812
191083437,false,finalized,3,8/12/2012 13:28:18,Caution and advice,1.0,,73217639534702400,,NSEZ160,"Everyone please pray for Joplin, Missouri again because they are under watch for another tornado.",81520314
191083438,false,finalized,3,8/12/2012 13:23:03,Information source,0.6852,,75337569860198400,,fibergeneration,"Alabama Mayor Won't Lift Ban On FEMA Trailers, Despite Tornado Damage http://huff.to/kshk0D",16613347
191083439,false,finalized,3,8/12/2012 13:16:50,"Donations of money, goods or services",0.6763,,75159297675370400,,jprockfela,"Tornado cleanup saps Merrill budgets: Eric Heimerl, left, and Brian Oestreich of EJ Construction and Oestreich B... http://bit.ly/mv17oH",205316661
191083440,false,finalized,3,8/12/2012 14:13:16,Caution and advice,0.6501,,79692793353748400,,_FYIimRelle,mad as shit a tornado is going to come pass and it knock out the cellular tower,111917557
191083441,false,finalized,3,8/12/2012 13:22:29,Caution and advice,1.0,,73556360452771808,,realmylittleme,Eek.  Tornado warnings!,275729105
191083442,false,finalized,3,8/12/2012 13:25:41,Caution and advice,0.6429,,78992097243447200,,maskedchick,We have front row tickets to the tornado that's gonna run us over..,26367029
191083443,false,finalized,3,8/12/2012 13:11:35,Caution and advice,0.6423,,73217692202565600,,TCU_HurdleQueen,Tornado is moving away... Thank goodness... That was too close,148561700
191083444,false,finalized,3,8/12/2012 13:30:12,Unknown,0.6788,,73585301020356608,,crimsonanblue,Probably during the tornado warnings  @DP4Heisman They had gas in Dallas for .99 cent today!!!,87006465
191083445,false,finalized,3,8/12/2012 13:20:56,Casualties and damage,1.0,,74290454534963200,,Gods_Lighthouse,"#PrayN4t/Lords  Healing & Restoration N Joplin. Church Destroyed By Tornado, Yet t/RoofTop Cross Still Standing, Refruge N #Jesus #Christ",92890115
191083446,false,finalized,3,8/12/2012 13:28:56,Caution and advice,1.0,,73495044807598000,,Gr8_Xcape,Tornado Warning!,32736401
191083447,false,finalized,3,8/12/2012 13:27:10,"Donations of money, goods or services",1.0,,73864844532662208,,amb1028,Webb City MO Church taking donations for #Joplin relief.,35773339
191083448,false,finalized,3,8/12/2012 13:34:59,Caution and advice,0.3497,,76254821207916400,,GronkDreams87,Talked to a friend from WMass. She was literally running from tornado trying to find safe place to hide. Ended up in strangers basement.,25880097
191083449,false,finalized,3,8/12/2012 13:14:37,Caution and advice,0.6623,,76062042263523200,,SoutholdSMEM,Emergency broadcast now on TV for our area. We are under #tornado watch. Severe thunder storm imminent. #NYwx,240745668
191083450,false,finalized,3,8/12/2012 14:02:03,Caution and advice,1.0,,74930993412312896,,ultimateVIPMel,Tornado warning. Sky just went black. At least I got my @NKOTBSB show in before the #Rapture,28353574
191083451,false,finalized,3,8/12/2012 13:26:05,Caution and advice,1.0,,73217366057693104,,rolandsmartin,"Look, my TV friends: when tornado sirens go off, we want residents to take cover. So get off the damn TV, take your crew & take cover",16116288
