,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
307,Met,"* Winds...West to southwest 10 to 15 kt.

* Seas...Steep 9 to 10 feet at 12 seconds.

* Areas affected...All areas will be affected by conditions
hazardous to small craft.

* View the hazard area in detail at
https://www.wrh.noaa.gov/mfr/hazard",2019-04-17 00:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 8:40AM PDT until April 16 at 5:00PM PDT by NWS Medford OR,Update,Waters from Cape Blanco OR to Pt. St. George CA from 10 to 60 nm,NWS Medford OR,2019-04-16 15:40:00,Minor,Expected
193,Met,"Mississippi River at Memphis affecting Crittenden...DeSoto and
Shelby Counties
The Flood Advisory continues for
the Mississippi River at Memphis
* until Sunday April 28.
* At 11 AM Tuesday the stage was 29.5 feet.
* Flood stage is 34.0 feet.
* Forecast...The river will rise to near 33.0 feet Monday April 22.
* At 33.0 feet...In Memphis, Rivergate Drive could begin to flood
north of the rail yards. In Arkansas, settlement at Blue Lake is
flooded. Most all secondary roads east of the Arkansas Levee are
covered.",2019-04-28 05:30:00,Flood Advisory,Flood Advisory issued April 16 at 11:38AM CDT until April 28 at 12:30AM CDT by NWS Memphis TN,Update,"DeSoto, MS; Crittenden, AR; Shelby, TN",NWS Memphis TN,2019-04-16 16:38:00,Minor,Expected
189,Met,"The Flood Warning continues for the Mississippi River.
The Flood Warning continues for
the Mississippi River at Caruthersville
* until Friday April 26.
* At 11 AM Tuesday the stage was 32.7 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Maximum forecast stage of 35.5 feet on Saturday April 20.
* Flood stage is 32.0 feet.
* The river rose above flood stage  and will continue rising to near
35.5 feet by Saturday April 20. The river will fall below flood
stage Friday April 26.
* At 35.5 feet...Route 88 in Lauderdale, County, Tennessee is flooded
just south of Suggs Road.",2019-04-27 18:00:00,Flood Warning,Flood Warning issued April 16 at 11:42AM CDT until April 27 at 1:00PM CDT by NWS Memphis TN,Update,"Lauderdale, TN; Dyer, TN; Pemiscot, MO; Lake, TN; Mississippi, AR",NWS Memphis TN,2019-04-16 16:42:00,Severe,Immediate
190,Met,"The Flood Warning continues for the Mississippi River.
The Flood Warning continues for
the Mississippi River at Tiptonville
* from Thursday April 18 until Wednesday April 24.
* At 11 AM Tuesday the stage was 35.2 feet.
* Minor flooding is forecast.
* Maximum forecast stage of 38.0 feet on Friday April 19.
* Flood stage is 37.0 feet.
* Forecast to rise above flood stage by Thursday April 18 and
continue to rise to near 38.0 feet by Friday April 19.The river
will fall below flood stage by Wednesday April 24.
* At 39.0 feet...In Tennessee, water begins to go over Tiptonville
Ferry Road, Barr Road, and the farm land east of the Tiptonville
Ferry Road.",2019-04-25 15:00:00,Flood Warning,Flood Warning issued April 16 at 11:42AM CDT until April 25 at 10:00AM CDT by NWS Memphis TN,Update,"New Madrid, MO; Pemiscot, MO; Lake, TN",NWS Memphis TN,2019-04-16 16:42:00,Severe,Immediate
191,Met,"The Flood Warning continues for the Mississippi River.
The Flood Warning continues for
the Mississippi River at Osceola
* until Saturday April 27.
* At 11 AM Tuesday the stage was 28.4 feet.
* Minor flooding is occurring AND Moderate flooding is forecast.
* Maximum forecast stage of 32.0 feet on Sunday April 21.
* Flood stage is 28.0 feet.
* The river rose above flood stage  and will continue rising to near
32.0 feet by Sunday April 21. The river will fall below flood stage
Saturday April 27.
* At 32.0 feet...In Tennessee, Kirkpatrick and Snyder Bluff Roads are
flooding. Backwater has reached the west leg of Crutcher Lake Road
south of Keyes Point. Outbounds Road is covering up. South end of
Jim Fullen Road is flooded. River water is covering parts of
Ballard Slough Road and Ruleman Road. Fields and pastures west of
Herring Hill road are inundated. West end of Corona Road begins to
flood. In Arkansas, Sans Souci Road elevator floods.",2019-04-28 08:24:00,Flood Warning,Flood Warning issued April 16 at 11:42AM CDT until April 28 at 3:24AM CDT by NWS Memphis TN,Update,"Lauderdale, TN; Tipton, TN; Mississippi, AR",NWS Memphis TN,2019-04-16 16:42:00,Severe,Immediate
192,Met,"The Flood Warning continues for the Mississippi River.
The Flood Warning continues for
the Mississippi River at Tunica Riverpark
* until Sunday April 28.
* At 10 AM Tuesday the stage was 41.5 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Maximum forecast stage of 45.0 feet on Tuesday April 23.
* Flood stage is 41.0 feet.
* The river rose above flood stage  and will continue rising to near
45.0 feet by Tuesday April 23. The river will fall below flood
stage Sunday April 28.
* At 45.0 feet...In Mississippi, boat launch parking lot at Charlie's
Camp is covered. Campbell Road in is partly flooded. Northeast end
of Betty Lane is going under. Part of Bourbon Street is flooded.
Spoonbill Lane is going under water. Valley Lane is flooded in
Lakeview Camp. Road to houses south of Ship Island is being
covered.",2019-04-30 00:00:00,Flood Warning,Flood Warning issued April 16 at 11:42AM CDT until April 29 at 7:00PM CDT by NWS Memphis TN,Update,"Lee, AR; Tunica, MS",NWS Memphis TN,2019-04-16 16:42:00,Severe,Immediate
183,Met,"The Flood Warning continues for the Obion River...S.F. of the Forked
Deer River.
The Flood Warning continues for
the Obion River near Obion
* from Wednesday April 17 until Wednesday April 17.
* At 11 AM Tuesday the stage was 33.1 feet.
* Minor flooding is forecast.
* Maximum forecast stage of 34.0 feet on Wednesday April 17.
* Flood stage is 34.0 feet.
* At 34.0 feet...Farm land near the river is flooded.",2019-04-18 06:00:00,Flood Warning,Flood Warning issued April 16 at 11:44AM CDT until April 18 at 1:00AM CDT by NWS Memphis TN,Update,"Dyer, TN; Obion, TN; Gibson, TN",NWS Memphis TN,2019-04-16 16:44:00,Severe,Immediate
184,Met,"The Flood Warning continues for the Obion River...S.F. of the Forked
Deer River.
The Flood Warning continues for
the S.F. of the Forked Deer River near Halls
* until further notice.
* At 11 AM Tuesday the stage was 10.6 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Maximum forecast stage of 10.6 feet on Tuesday April 16.
* Flood stage is 9.0 feet.
* At 10.5 feet...Flooding on agriculture land near the river.",,Flood Warning,Flood Warning issued April 16 at 11:44AM CDT by NWS Memphis TN,Update,"Lauderdale, TN; Crockett, TN; Dyer, TN",NWS Memphis TN,2019-04-16 16:44:00,Severe,Immediate
174,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-18 00:00:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Tallahatchie, MS",NWS Memphis TN,2019-04-16 16:48:00,Minor,Past
175,Met,"The Flood Warning continues for the Buttahatchie River...Coldwater
River...Tallahatchie River...Tombigbee River.
The Flood Warning continues for
the Coldwater River at Marks
* until Thursday April 18.
* At 11 AM Tuesday the stage was 39.2 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Maximum forecast stage of 39.5 feet on Wednesday April 17.
* Flood stage is 39.0 feet.
* The river rose above flood stage Monday April 15 and will continue
rising to near 39.5 feet by Wednesday April 17. The river will fall
below flood stage Thursday April 18.
* At 39.5 feet...Flooding is occurring around Marks and in low-lying
farm land in Quitman County.",2019-04-18 18:00:00,Flood Warning,Flood Warning issued April 16 at 11:48AM CDT until April 18 at 1:00PM CDT by NWS Memphis TN,Update,"Quitman, MS",NWS Memphis TN,2019-04-16 16:48:00,Severe,Immediate
176,Met,"The Flood Warning continues for the Buttahatchie River...Coldwater
River...Tallahatchie River...Tombigbee River.
The Flood Warning continues for
the Tombigbee River at Bigbee
* until Wednesday April 17.
* At 11 AM Tuesday the stage was 16.1 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Maximum forecast stage of 16.4 feet on Tuesday April 16.
* Flood stage is 14.0 feet.
* At 17.0 feet...Water is flowing over portions of Hood Road and
extensive agricultural flooding is occurring.",2019-04-17 19:00:00,Flood Warning,Flood Warning issued April 16 at 11:48AM CDT until April 17 at 2:00PM CDT by NWS Memphis TN,Update,"Monroe, MS",NWS Memphis TN,2019-04-16 16:48:00,Severe,Immediate
177,Met,"The Flood Warning continues for the Buttahatchie River...Coldwater
River...Tallahatchie River...Tombigbee River.
The Flood Warning continues for
the Buttahatchie River near Aberdeen
* until Friday April 19.
* At 11 AM Tuesday the stage was 16.0 feet.
* Minor flooding is occurring AND Minor flooding is forecast.
* Flood stage is 13.0 feet.
* At 15.0 feet...Water is covering a portion of Airbase Road located
on the west bank of the river. Low-lying farm land is flooded.",2019-04-19 21:00:00,Flood Warning,Flood Warning issued April 16 at 11:48AM CDT until April 19 at 4:00PM CDT by NWS Memphis TN,Update,"Monroe, MS; Lowndes, MS",NWS Memphis TN,2019-04-16 16:48:00,Severe,Immediate
178,Met,"The Flood Warning continues for the Buttahatchie River...Coldwater
River...Tallahatchie River...Tombigbee River.
The Flood Warning continues for
the Tallahatchie River near Lambert
* from Wednesday April 17 until Wednesday April 17.
* At 11 AM Tuesday the stage was 31.6 feet.
* Minor flooding is forecast.
* Maximum forecast stage of 32.0 feet on Wednesday April 17.
* Flood stage is 32.0 feet.
* At 32.0 feet...Low-lying farmland in northern Quitman County is
flooded.",2019-04-18 06:00:00,Flood Warning,Flood Warning issued April 16 at 11:48AM CDT until April 18 at 1:00AM CDT by NWS Memphis TN,Update,"Quitman, MS",NWS Memphis TN,2019-04-16 16:48:00,Severe,Immediate
125,Met,"Mississippi River at Helena affecting Lee...Phillips...Coahoma and
Tunica Counties
The Flood Advisory continues for
the Mississippi River at Helena
* until Saturday April 27.
* At 01 PM Tuesday the stage was 39.7 feet.
* Flood stage is 44.0 feet.
* Forecast...The river will rise to near 42.5 feet Wednesday April
24.
* At 43.0 feet...In Arkansas, road to landing east of downtown
Helena, Arkansas begins to flood. In Mississippi, places along the
bank of southwest side of Desoto Lake are flooding. Facilities
along the river north of Friars Point, Mississippi are flooding.",2019-04-28 01:30:00,Flood Advisory,Flood Advisory issued April 16 at 2:10PM CDT until April 27 at 8:30PM CDT by NWS Memphis TN,Update,"Coahoma, MS; Lee, AR; Tunica, MS; Phillips, AR",NWS Memphis TN,2019-04-16 19:10:00,Minor,Expected
123,Met,"Tennessee River at Savannah affecting Decatur and Hardin Counties
The Flood Advisory continues for
the Tennessee River at Savannah
* until Friday April 19.
* At 1 PM Tuesday the stage was 367.1 feet.
* Flood stage is 370.0 feet.
* Forecast...The river will rise to near 367.8 feet Monday April 22.
* At 368.0 feet...House lots on the north end of Emerald Lane at
Hooker's Bend are beginning to flood. Water is backing into of most
sloughs.",2019-04-19 21:58:00,Flood Advisory,Flood Advisory issued April 16 at 2:15PM CDT until April 19 at 4:58PM CDT by NWS Memphis TN,Update,"Decatur, TN; Hardin, TN",NWS Memphis TN,2019-04-16 19:15:00,Minor,Expected
137,Met,"A passing upper trough will result in strong winds across the
Guadalupe and Delaware Mountains Wednesday. Conditions should
improve late Wednesday evening as the system moves east.
The National Weather Service in Midland/Odessa has issued a High
Wind Warning, which is in effect from noon to 9 PM MDT Wednesday.
The High Wind Watch is no longer in effect.

* TIMING...Wednesday afternoon through Wednesday evening.

* WINDS...West 40 to 50 mph with gusts to 70 mph.

* IMPACTS...People driving high-profile vehicles should be very
cautious traveling in the mountains, particularly in a north
and south direction. Significant turbulence will be hazardous
for low flying light aircraft.",2019-04-18 03:00:00,High Wind Warning,High Wind Warning issued April 16 at 1:38PM CDT until April 17 at 10:00PM CDT by NWS Midland/Odessa TX,Alert,Guadalupe Mountains Above 7000 Feet; Guadalupe and Delaware Mountains; Guadalupe Mountains of Eddy County,NWS Midland/Odessa TX,2019-04-16 18:38:00,Severe,Expected
138,Met,The High Wind Watch has been replaced. Please see the latest information from NWS Midland/Odessa TX on this developing situation.,2019-04-18 03:00:00,High Wind Watch,The High Wind Watch has been replaced. Please see the latest information from NWS Midland/Odessa TX on this developing situation.,Cancel,Guadalupe Mountains Above 7000 Feet; Guadalupe and Delaware Mountains; Guadalupe Mountains of Eddy County,NWS Midland/Odessa TX,2019-04-16 18:38:00,Severe,Past
129,Met,"Critical weather and fuel conditions are expected Wednesday as
west winds increase.
* AFFECTED AREA...Marfa Plateau, Big Bend area and Presidio
Valley.

* WIND...West 15 to 30 mph.

* HUMIDITY...10 to 15 percent.

* FIRE DANGER...High

* IMPACTS...Any fires that develop will likely spread rapidly.
Outdoor burning is not recommended.",2019-04-18 01:00:00,Fire Weather Watch,Fire Weather Watch issued April 16 at 1:56PM CDT until April 17 at 8:00PM CDT by NWS Midland/Odessa TX,Update,Marfa Plateau; Presidio Valley; Big Bend Area,NWS Midland/Odessa TX,2019-04-16 18:56:00,Severe,Future
130,Met,"Critical weather and fuel conditions are expected Wednesday as
west winds increase.
* AFFECTED AREA...Terrell County Texas.

* WIND...West 15 to 30 mph.

* HUMIDITY...10 to 15 percent.

* FIRE DANGER...High

* IMPACTS...Any fires that develop will likely spread rapidly.
Outdoor burning is not recommended.",2019-04-18 01:00:00,Fire Weather Watch,Fire Weather Watch issued April 16 at 1:56PM CDT until April 17 at 8:00PM CDT by NWS Midland/Odessa TX,Alert,Terrell,NWS Midland/Odessa TX,2019-04-16 18:56:00,Severe,Future
419,Met,"Fox River Near Berlin affecting Green Lake County
The Flood Warning continues for
The Fox River Near Berlin.
* At  8:00 AM Tuesday the stage was 13.2 feet.
* Flood stage is 13.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue to fall to below flood stage
early Monday morning.
* Impact...At 13.2 feet...There is minor flooding in the Berlin area
including in Riverside and Webster Street Parks in Berlin.",2019-04-22 12:00:00,Flood Warning,Flood Warning issued April 16 at 9:39AM CDT until April 22 at 7:00AM CDT by NWS Milwaukee/Sullivan WI,Update,"Green Lake, WI",NWS Milwaukee/Sullivan WI,2019-04-16 14:39:00,Severe,Immediate
54,Met,"Fox River Near Berlin affecting Green Lake County
The Flood Warning continues for
The Fox River Near Berlin.
* At  3:00 PM Tuesday the stage was 13.2 feet.
* Flood stage is 13.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue to fall to below flood stage by
early Monday morning.
* Impact...At 13.2 feet...There is minor flooding in the Berlin area
including in Riverside and Webster Street Parks in Berlin. This
level is about a 50 percent chance flood meaning there is a 50
percent chance in any given year of the river reaching this level.",2019-04-22 12:00:00,Flood Warning,Flood Warning issued April 16 at 4:19PM CDT until April 22 at 7:00AM CDT by NWS Milwaukee/Sullivan WI,Update,"Green Lake, WI",NWS Milwaukee/Sullivan WI,2019-04-16 21:19:00,Severe,Immediate
319,Met,"Tombigbee River Near Coffeeville Dam affecting Choctaw...Clarke and
Washington Counties.
Tombigbee River Near Leroy affecting Choctaw...Clarke and Washington
Counties.

.Recent heavy rains have caused significant rises along the river.
The Flood Warning continues for
the Tombigbee River Near Leroy
* until further notice.
* At 10 AM Tuesday the stage was 25.4 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 24 feet.
* The river will continue rising to near 26.6 feet by Friday morning.
Additional rises may be possible thereafter.
* At 24 feet...Flooding of low lying farm and pasturelands begins. Cattle in
low lying areas should be moved to higher ground.",,Flood Warning,Flood Warning issued April 16 at 10:28AM CDT by NWS Mobile AL,Update,"Choctaw, AL; Washington, AL; Clarke, AL",NWS Mobile AL,2019-04-16 15:28:00,Severe,Immediate
320,Met,"Tombigbee River Near Coffeeville Dam affecting Choctaw...Clarke and
Washington Counties.
Tombigbee River Near Leroy affecting Choctaw...Clarke and Washington
Counties.

.Recent heavy rains have caused significant rises along the river.
The Flood Warning continues for
the Tombigbee River Near Coffeeville Dam
* until further notice.
* At 10 AM Tuesday the stage was 32.2 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 29 feet.
* The river will continue rising to near 34.5 feet by Friday morning then begin
falling by early Saturday morning.
* At 29 feet...Pastureland becomes flooded. Livestock should be moved to
higher ground. Old Ferry Road near the river begins to flood.",,Flood Warning,Flood Warning issued April 16 at 10:28AM CDT by NWS Mobile AL,Update,"Choctaw, AL; Washington, AL; Clarke, AL",NWS Mobile AL,2019-04-16 15:28:00,Severe,Immediate
286,Met,"Chickasawhay At Leakesville affecting George...Greene and Wayne Counties.

.Recent heavy rains continue to cause rises along the river.
The Flood Warning continues for
the Chickasawhay At Leakesville
* until further notice.
* At 10 AM Tuesday the stage was 20.4 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 20 feet.
* The river will continue rising to near 26 feet by next Monday morning.
Additional rises may be possible thereafter.
* At 22 feet...Flooding of lowlands continues and some roads in low lying areas
become cut off by high water.
* At 26 feet...Flooding at the highway bridge begins.",,Flood Warning,Flood Warning issued April 16 at 10:48AM CDT by NWS Mobile AL,Update,"Wayne, MS; George, MS; Greene, MS",NWS Mobile AL,2019-04-16 15:54:48,Severe,Immediate
284,Met,"Leaf Near Mclain affecting George...Greene and Perry Counties.

.Recent heavy rains have caused significant rises along the river.",2019-04-19 00:00:00,Flood Warning,Flood Warning issued April 16 at 10:44AM CDT until April 18 at 7:00PM CDT by NWS Mobile AL,Update,"Perry, MS; George, MS; Greene, MS",NWS Mobile AL,2019-04-16 15:54:49,Severe,Immediate
264,Met,"Pascagoula At Merrill affecting George...Greene and Jackson Counties.

.Recent heavy rains have caused significant rises along the river.",,Flood Warning,Flood Warning issued April 16 at 11:04AM CDT by NWS Mobile AL,Update,"George, MS; Greene, MS; Jackson, MS",NWS Mobile AL,2019-04-16 16:04:00,Severe,Immediate
479,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-16 17:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,Coastal waters from Cape Henlopen to Fenwick Island DE out 20 nm; Coastal waters from Cape May NJ to Cape Henlopen DE out 20 nm,NWS Mount Holly NJ,2019-04-16 14:12:00,Minor,Past
480,Met,"* WINDS AND SEAS...West winds 10 to 15 kt with gusts up to 25
kt. Seas 3 to 6 feet.",2019-04-16 20:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 10:12AM EDT until April 16 at 4:00PM EDT by NWS Mount Holly NJ,Update,Coastal waters from Manasquan Inlet to Little Egg Inlet NJ out 20 nm; Coastal waters from Sandy Hook to Manasquan Inlet NJ out 20 nm; Coastal waters from Great Egg Inlet to Cape May NJ out 20 nm; Coastal waters from Little Egg Inlet to Great Egg Inlet NJ out 20 nm,NWS Mount Holly NJ,2019-04-16 14:12:00,Minor,Expected
140,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-16 20:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,Coastal waters from Manasquan Inlet to Little Egg Inlet NJ out 20 nm; Coastal waters from Sandy Hook to Manasquan Inlet NJ out 20 nm; Coastal waters from Great Egg Inlet to Cape May NJ out 20 nm; Coastal waters from Little Egg Inlet to Great Egg Inlet NJ out 20 nm,NWS Mount Holly NJ,2019-04-16 18:34:00,Minor,Past
208,Met,"Mississippi River At Baton Rouge affecting East Baton Rouge and West
Baton Rouge Parishes
Mississippi River At Donaldsonville affecting Ascension Parish
Mississippi River At Reserve affecting St. Charles...St. James and
St. John The Baptist Parishes
...The flood warning continues for the following rivers in
Louisiana...

Mississippi River At Red River Landing affecting East Baton
Rouge...Pointe Coupee and West Feliciana Parishes
The Flood Warning continues for
The Mississippi River At Red River Landing.
* Until further notice.
* At 10:00 AM Tuesday the stage was 57.2 feet.
* Moderate flooding is occurring and Moderate flooding is forecast.
* Flood stage is 48.0 feet.
* Forecast...The river will continue rising to near 57.5 feet by
Monday April 22 then begin falling.
* Impact...At 54.0 feet...All river islands along the reach from Red
River Landing to Baton Rouge will be inundated. Recreational camps
and river bottom land will be under water. Water approaches Angola
farm land.
* Impact...At 51.0 feet...All river islands along the reach from Red
River Landing to Baton Rouge will be inundated. Recreational camps
and river bottom farm land will be under water.
* Impact...At 48.0 feet...Access roads will be inundated and
evacuation of all river islands must be complete. Protection of
people and property in the river bottom land on the river side of
the levees must be complete.
* Impact...At 46.0 feet...River traffic will become dangerous. A levee
crevasse would flood adjacent farm land. Significant flooding of
Raccourci Island will continue and evacuation of the island is
recommended.
* Impact...At 45.0 feet...Between the 40 and 45 foot stage flooding of
Raccourci Island becomes significant. At the 45 foot stage
evacuation of the island is recommended.",,Flood Warning,Flood Warning issued April 16 at 11:33AM CDT by NWS New Orleans LA,Update,"Pointe Coupee, LA; East Baton Rouge, LA; West Feliciana, LA",NWS New Orleans LA,2019-04-16 16:33:00,Severe,Immediate
209,Met,"Mississippi River At Baton Rouge affecting East Baton Rouge and West
Baton Rouge Parishes
Mississippi River At Donaldsonville affecting Ascension Parish
Mississippi River At Reserve affecting St. Charles...St. James and
St. John The Baptist Parishes
...The flood warning continues for the following rivers in
Louisiana...

Mississippi River At Red River Landing affecting East Baton
Rouge...Pointe Coupee and West Feliciana Parishes
The Flood Warning continues for
The Mississippi River At Baton Rouge.
* Until Friday May 10.
* At  8:00 AM Tuesday the stage was 40.0 feet.
* Moderate flooding is occurring and Major flooding is forecast.
* Flood stage is 35.0 feet.
* Forecast...The river will continue rising to near 40.3 feet by
Tuesday April 23. The river will fall below flood stage Friday May
10.
* Impact...At 40.0 feet...The grounds of the older part of Louisiana
State University's campus become soggy. This includes the area
around the Veterinary Medicine building, the Veterinary Medicine
Annex, the stadium and ball fields. The city of Baton Rouge and the
main LSU campus are protected by levees at this level.
* Impact...At 38.0 feet...River traffic and industrial activity on the
river side of the levees will be greatly affected. Navigational
safety regulations will be strictly enforced.
* Impact...At 36.0 feet...River traffic and industrial activity on the
river side of the levees will be greatly affected. Navigational
safety regulations will be strictly enforced.
* Impact...At 35.0 feet...River islands from Red River Landing
downstream to Baton Rouge will be inundated.",2019-05-10 12:00:00,Flood Warning,Flood Warning issued April 16 at 11:33AM CDT until May 10 at 7:00AM CDT by NWS New Orleans LA,Update,"East Baton Rouge, LA; West Baton Rouge, LA",NWS New Orleans LA,2019-04-16 16:33:00,Severe,Immediate
210,Met,"Mississippi River At Baton Rouge affecting East Baton Rouge and West
Baton Rouge Parishes
Mississippi River At Donaldsonville affecting Ascension Parish
Mississippi River At Reserve affecting St. Charles...St. James and
St. John The Baptist Parishes
...The flood warning continues for the following rivers in
Louisiana...

Mississippi River At Red River Landing affecting East Baton
Rouge...Pointe Coupee and West Feliciana Parishes",2019-05-07 18:00:00,Flood Warning,Flood Warning issued April 16 at 11:33AM CDT until May 7 at 1:00PM CDT by NWS New Orleans LA,Update,"Ascension, LA",NWS New Orleans LA,2019-04-16 16:33:00,Severe,Immediate
211,Met,"Mississippi River At Baton Rouge affecting East Baton Rouge and West
Baton Rouge Parishes
Mississippi River At Donaldsonville affecting Ascension Parish
Mississippi River At Reserve affecting St. Charles...St. James and
St. John The Baptist Parishes
...The flood warning continues for the following rivers in
Louisiana...

Mississippi River At Red River Landing affecting East Baton
Rouge...Pointe Coupee and West Feliciana Parishes
The Flood Warning continues for
The Mississippi River At Reserve.
* Until Thursday May 02.
* At 10:00 AM Tuesday the stage was 22.3 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 22.0 feet.
* Forecast...The river will continue rising to near 22.5 feet by
Tuesday April 23. The river will fall below flood stage Thursday
May 02.
* Impact...At 22.0 feet...Marine and industrial interests along the
river, upstream barge operators, and facilities are impacted.
Navigation will become difficult for smaller river craft. Safety
precautions for river traffic are urged.",2019-05-02 12:00:00,Flood Warning,Flood Warning issued April 16 at 11:33AM CDT until May 2 at 7:00AM CDT by NWS New Orleans LA,Update,"St. John The Baptist, LA; St. Charles, LA; St. James, LA",NWS New Orleans LA,2019-04-16 16:33:00,Severe,Immediate
481,Met,"Neuse River At Kinston affecting Lenoir County
The Flood Warning continues for
The Neuse River At Kinston.
* from this afternoon until further notice.
* At  9 AM Tuesday the stage was 13.9 feet.
* Minor flooding is forecast.
* Flood stage is 14.0 feet.
* Forecast...Rise above flood stage by this afternoon and continue to
rise to near 16.3 feet by early Sunday morning. Additional rises
are possible thereafter.
* Impact...At 16.0 feet...Flooding of the campground at the Nature
Center is expected. Water encroaches onto other properties along
the south side of the river.",,Flood Warning,Flood Warning issued April 16 at 10:12AM EDT by NWS Newport/Morehead City NC,Update,"Lenoir, NC",NWS Newport/Morehead City NC,2019-04-16 14:12:00,Severe,Immediate
464,Met,"Contentnea Creek Near Hookerton affecting Greene...Lenoir and Pitt
Counties
The Flood Warning continues for
The Contentnea Creek Near Hookerton.
* until late tonight.
* At 10 AM Tuesday the stage was 13.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Flood stage is 13.0 feet.
* Forecast...The river will continue to fall to below flood stage by
this evening.
* Impact...At 13.0 feet...Minor flooding of low lying areas adjacent
to creek can be expected. Several homes threatened by water in
northwest Greene County near HWY 58.",2019-04-17 06:00:00,Flood Warning,Flood Warning issued April 16 at 10:20AM EDT until April 17 at 2:00AM EDT by NWS Newport/Morehead City NC,Update,"Pitt, NC; Lenoir, NC; Greene, NC",NWS Newport/Morehead City NC,2019-04-16 14:38:41,Severe,Immediate
436,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-16 18:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,S of Oregon Inlet NC to Cape Hatteras NC out to 20 nm; S of Cape Hatteras NC to Ocracoke Inlet NC out to 20 nm,NWS Newport/Morehead City NC,2019-04-16 14:38:48,Minor,Past
431,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-16 15:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,S of Cape Lookout NC to Surf City NC out to 20 nm; S of Ocracoke Inlet NC to Cape Lookout NC out to 20 nm; S of Currituck Beach Light NC to Oregon Inlet NC out to 20 nm,NWS Newport/Morehead City NC,2019-04-16 14:38:49,Minor,Past
478,Met,"The Flood Warning continues for
the Deep Red Creek near Randlett

* until this evening...or until the warning is cancelled.

* At  8:30 AM Tuesday the stage was 21.7 feet.

* Minor flooding is occurring.

* Flood stage is 20.0 feet.

* Forecast...The Deep Red Creek has crested and will continue to
fall. The Deep Red Creek will fall below flood stage late Tuesday
afternoon.",2019-04-17 03:00:00,Flood Warning,Flood Warning issued April 16 at 9:12AM CDT until April 16 at 10:00PM CDT by NWS Norman OK,Update,"Cotton, OK",NWS Norman OK,2019-04-16 14:12:00,Severe,Immediate
141,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-17 03:00:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Cotton, OK",NWS Norman OK,2019-04-16 18:28:00,Minor,Past
366,Met,"Missouri River at Plattsmouth affecting Mills and Cass Counties.

Missouri River At Nebraska City affecting Fremont and Otoe
Counties.

Missouri River At Brownville affecting Atchison and Nemaha
Counties.

Missouri River At Rulo affecting Holt and Richardson Counties.
The Flood Warning continues for
The Missouri River At Rulo.
* At  9:30 AM Tuesday the stage was 20.1 feet...or 3.1 feet above
flood stage.
* Flood stage is 17.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 20.5 feet by
early Thursday afternoon then begin falling.
* Impact...at 21.0 feet...Several riverfront cabins along the Nebraska
side begin to flood.",,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT by NWS Omaha/Valley NE,Update,"Richardson, NE; Holt, MO",NWS Omaha/Valley NE,2019-04-16 15:08:00,Severe,Immediate
